[0.03637354 0.63059866 0.33302778],[0.00052734 0.02789837 0.01050084],[0.00149154 0.07890851 0.02970087]
[0.08014788 0.04260915 0.8772429 ],[6.05530012e-02 3.45424907e-05 4.98491890e-06],[1.71269751e-01 9.77009178e-05 1.40994798e-05]
[0.1432102  0.05437776 0.80241203],[5.83279331e-02 9.55497584e-05 1.17463910e-05],[1.64976308e-01 2.70255528e-04 3.32238109e-05]
[0.20929174 0.04036098 0.75034726],[0.03919411 0.00236012 0.00013013],[0.11085769 0.00667542 0.00036805]
[0.01340794 0.01712587 0.9694662 ],[6.33420583e-02 2.00037173e-07 1.91439448e-07],[1.79158396e-01 5.65790566e-07 5.41472526e-07]
[0.02470498 0.38020205 0.59509295],[0.00697586 0.00072988 0.04325822],[0.01973071 0.00206441 0.12235273]
[0.0328038  0.04345627 0.9237399 ],[7.15047377e-02 1.90920935e-06 1.32109435e-06],[2.02245940e-01 5.40005951e-06 3.73661909e-06]
[0.07394922 0.17178385 0.754267  ],[4.46244489e-02 4.45603657e-05 7.12019562e-04],[1.26217002e-01 1.26035747e-04 2.01389544e-03]
[0.45584202 0.03844813 0.5057099 ],[0.00297142 0.10238014 0.00237151],[0.00840445 0.28957476 0.00670764]
[0.18575749 0.03429965 0.7799428 ],[0.01552424 0.00887506 0.00013963],[0.04390919 0.02510247 0.00039494]
[0.01704211 0.01497532 0.9679826 ],[6.35695977e-02 2.43538432e-07 2.15122098e-07],[1.79801975e-01 6.88830706e-07 6.08457178e-07]
[0.6691334  0.01382611 0.31704047],[0.00253646 0.09822428 0.00177272],[0.0071742  0.27782021 0.005014  ]
[0.01969727 0.02548104 0.9548217 ],[6.88531619e-02 4.96728954e-07 4.92930989e-07],[1.94746151e-01 1.40496165e-06 1.39421938e-06]
[0.00767307 0.82725656 0.16507044],[3.81630635e-06 4.54894533e-02 7.28714184e-05],[1.07941444e-05 1.28663604e-01 2.06111496e-04]
[0.0864196  0.02841436 0.88516605],[7.56774531e-02 4.80837672e-06 3.14672101e-06],[2.14048161e-01 1.36001431e-05 8.90027106e-06]
[0.13273834 0.13712452 0.7301371 ],[5.54876755e-02 8.32367943e-05 6.96316777e-04],[0.15694285 0.00023543 0.00196948]
[0.01660599 0.01475467 0.9686394 ],[6.45860240e-02 2.33654920e-07 2.40389497e-07],[1.82676862e-01 6.60875915e-07 6.79924173e-07]
[0.06320328 0.15233724 0.7844595 ],[0.03594947 0.00017958 0.00337371],[0.10168046 0.00050793 0.00954229]
[0.01667942 0.02117988 0.9621407 ],[6.52306348e-02 2.57007530e-07 2.55439649e-07],[1.84500097e-01 7.26927069e-07 7.22492431e-07]
[0.01635582 0.01764053 0.9660037 ],[6.72515248e-02 4.56605717e-07 5.25632494e-07],[1.90216037e-01 1.29147599e-06 1.48671320e-06]
[0.06947888 0.18273617 0.7477849 ],[0.08574909 0.00042828 0.00084936],[0.24253506 0.00121136 0.00240236]
[0.0465702  0.24655287 0.70687693],[4.09314923e-02 6.36923138e-05 1.15581711e-03],[0.11577174 0.00018015 0.00326914]
[0.01832227 0.01733999 0.9643377 ],[6.76000893e-02 4.29213600e-07 4.10626870e-07],[1.91201926e-01 1.21399939e-06 1.16142818e-06]
[0.18218215 0.04351387 0.774304  ],[6.22146352e-02 8.73666060e-05 1.40020929e-05],[1.75969562e-01 2.47110078e-04 3.96038995e-05]
[0.11570036 0.14641005 0.7378895 ],[0.06779448 0.00025739 0.00110603],[0.19175176 0.000728   0.00312832]
[0.06699418 0.18953638 0.7434695 ],[8.72587437e-02 1.42035443e-04 8.65301414e-05],[2.46804997e-01 4.01736901e-04 2.44744199e-04]
[0.0630073  0.12090013 0.8160925 ],[8.67370404e-02 1.68222406e-05 1.55754998e-05],[2.45329398e-01 4.75804817e-05 4.40541661e-05]
[0.12515844 0.03464802 0.8401935 ],[6.31520368e-02 1.64024376e-04 2.74063364e-05],[1.78620934e-01 4.63930993e-04 7.75168253e-05]
[0.01705487 0.01420982 0.9687353 ],[6.40725785e-02 2.27258888e-07 2.17322772e-07],[1.81224619e-01 6.42785204e-07 6.14681623e-07]
[0.01997439 0.0174402  0.96258545],[6.22154132e-02 4.49009404e-07 2.70530869e-07],[1.75971762e-01 1.26999038e-06 7.65176848e-07]
[0.25015926 0.09288946 0.6569513 ],[0.05406457 0.01341957 0.00274757],[0.15291769 0.03795628 0.00777131]
[0.01788405 0.01264353 0.96947247],[6.33417801e-02 1.91630227e-07 2.00486536e-07],[1.79157609e-01 5.42012131e-07 5.67061558e-07]
[0.02270659 0.01314694 0.96414644],[6.42888806e-02 2.17560709e-07 2.19033448e-07],[1.81836414e-01 6.15354611e-07 6.19520147e-07]
[0.06086663 0.1631819  0.77595145],[4.80756827e-02 8.03305000e-05 9.98409836e-04],[0.13597856 0.00022721 0.00282393]
[0.01655447 0.0206478  0.9627977 ],[6.68021303e-02 4.19181209e-07 4.83635393e-07],[1.88944957e-01 1.18562350e-06 1.36792746e-06]
[0.03849185 0.2636626  0.69784546],[5.11744841e-02 2.17473771e-05 2.76428210e-04],[1.44743299e-01 6.15108712e-05 7.81857048e-04]
[0.0902367  0.15233032 0.757433  ],[0.08029686 0.00022849 0.00060331],[0.22711382 0.00064627 0.00170642]
[0.4863694  0.01534898 0.49828163],[0.00415057 0.06647387 0.00103092],[0.01173957 0.1880165  0.00291588]
[0.14247695 0.03801225 0.81951076],[6.79939445e-02 1.19155738e-04 2.57267076e-05],[1.92315917e-01 3.37023322e-04 7.27661175e-05]
[0.01809308 0.01841179 0.96349514],[7.32410416e-02 1.06849584e-06 1.04997259e-06],[2.07156949e-01 3.02216262e-06 2.96977096e-06]
[0.02588977 0.2647634  0.70934683],[4.92165736e-02 3.80218329e-05 4.79931510e-04],[1.39205492e-01 1.07541984e-04 1.35745130e-03]
[0.03447963 0.04248107 0.9230393 ],[3.14843804e-02 1.29613172e-05 5.48202395e-04],[8.90512755e-02 3.66601411e-05 1.55055052e-03]
[0.01767991 0.02415531 0.95816475],[6.45672886e-02 3.39311896e-07 2.81508406e-07],[1.82623870e-01 9.59718970e-07 7.96226012e-07]
[0.09123585 0.05186297 0.85690117],[4.93989707e-02 1.20755924e-04 7.72703044e-06],[1.39721389e-01 3.41549331e-04 2.18553425e-05]
[0.030992   0.03787098 0.931137  ],[6.60145457e-02 4.43258275e-07 6.25317425e-07],[1.86717332e-01 1.25372373e-06 1.76866477e-06]
[0.01615674 0.03184101 0.9520023 ],[6.24604319e-02 2.69756668e-07 4.24544572e-07],[1.76664780e-01 7.62987078e-07 1.20079338e-06]
[0.02379963 0.0254378  0.9507625 ],[6.26013131e-02 6.75038729e-07 3.48174388e-07],[1.77063252e-01 1.90929785e-06 9.84785884e-07]
[0.03981173 0.07242264 0.8877657 ],[7.18811906e-02 4.26320163e-06 1.04507510e-05],[2.03310709e-01 1.20581551e-05 2.95591876e-05]
[0.03775192 0.0254584  0.9367896 ],[6.56344190e-02 4.06708840e-07 5.59323736e-07],[1.85642171e-01 1.15034632e-06 1.58200643e-06]
[0.04282233 0.22835462 0.72882307],[3.97617158e-02 4.27541103e-05 9.35158796e-04],[0.11246312 0.00012093 0.00264503]
[0.19434047 0.03500594 0.77065355],[0.03861701 0.00216944 0.00010601],[0.1092254  0.00613611 0.00029984]
[0.01342891 0.40936142 0.57720965],[0.02422076 0.00010842 0.00431669],[0.06850664 0.00030667 0.01220946]
[0.01696694 0.01869386 0.96433926],[6.34192836e-02 1.97320577e-07 2.10172358e-07],[1.79376822e-01 5.58106872e-07 5.94457197e-07]
[0.01721766 0.01446898 0.96831334],[6.34443744e-02 2.11513592e-07 2.40728033e-07],[1.79447789e-01 5.98250780e-07 6.80881698e-07]
[0.01497904 0.01563548 0.96938545],[6.74849092e-02 4.00710070e-07 4.17763305e-07],[1.90876148e-01 1.13337923e-06 1.18161306e-06]
[0.15669689 0.04710748 0.7961956 ],[3.62912586e-02 1.16210642e-03 4.59058371e-05],[0.10264718 0.00328693 0.00012984]
[0.30914554 0.01685699 0.67399746],[2.81926997e-02 1.43415089e-03 3.31280026e-05],[7.97409965e-02 4.05639127e-03 9.37001412e-05]
[0.49776366 0.00957891 0.4926574 ],[0.00078712 0.05745515 0.00449876],[0.00222632 0.16250771 0.01272441]
[0.7779683  0.02229805 0.19973372],[0.0001128  0.0060066  0.02012044],[0.00031905 0.01698923 0.0569092 ]
[0.16945963 0.02620744 0.80433285],[7.08032544e-02 2.70349549e-06 1.51891948e-06],[2.00261845e-01 7.64663997e-06 4.29615307e-06]
[0.02120888 0.0141982  0.9645929 ],[6.30630302e-02 2.01816808e-07 1.87396271e-07],[1.78369185e-01 5.70824135e-07 5.30036696e-07]
[0.43871808 0.02127121 0.5400107 ],[6.18066897e-02 3.17335121e-04 4.95346065e-05],[1.74815718e-01 8.97559263e-04 1.40105025e-04]
[0.01332285 0.01663921 0.970038  ],[6.45461970e-02 2.29488666e-07 2.27622515e-07],[1.82564215e-01 6.49091968e-07 6.43813696e-07]
[0.03995503 0.16855563 0.79148936],[4.34527444e-02 1.29371099e-05 2.57842791e-04],[1.22902921e-01 3.65916724e-05 7.29289543e-04]
[0.02122642 0.03639368 0.9423799 ],[7.19704679e-02 1.19370529e-06 1.54743170e-06],[2.03563224e-01 3.37630842e-06 4.37679779e-06]
[0.51682174 0.02461211 0.45856607],[0.00713746 0.04387599 0.00076324],[0.02018778 0.12410005 0.00215876]
[0.01932368 0.48872483 0.49195153],[0.00353828 0.00551796 0.0929205 ],[0.01000776 0.01560715 0.26281886]
[0.025682   0.05127294 0.9230451 ],[6.67030161e-02 1.14557939e-06 2.75036903e-06],[1.88664620e-01 3.24018782e-06 7.77921835e-06]
[0.0665811  0.23060028 0.7028186 ],[0.09553119 0.00011077 0.00010312],[0.27020302 0.00031331 0.00029166]
[0.01571712 0.84681076 0.13747218],[2.07153036e-05 2.99151690e-02 9.00195821e-04],[5.85917266e-05 8.46128754e-02 2.54613828e-03]
[0.01183849 0.8878313  0.10033024],[7.58382777e-05 2.84432555e-02 2.73717295e-03],[0.0002145  0.08044968 0.00774189]
[0.03818936 0.02076807 0.9410426 ],[7.35139720e-02 1.11936085e-06 1.13786903e-06],[2.07928913e-01 3.16603059e-06 3.21837964e-06]
[0.01825005 0.03797028 0.94377965],[6.53970548e-02 4.14655809e-07 6.06705749e-07],[1.84970804e-01 1.17282374e-06 1.71602300e-06]
[0.4779035  0.02748938 0.49460712],[0.00028296 0.01813415 0.01150949],[0.00080033 0.05129112 0.03255376]
[0.01674838 0.01411837 0.96913326],[6.36113990e-02 2.40265461e-07 2.14600911e-07],[1.79920206e-01 6.79573346e-07 6.06983037e-07]
[0.47657567 0.01448981 0.5089345 ],[0.00076357 0.05095496 0.0054154 ],[0.00215969 0.14412238 0.01531707]
[0.05950935 0.01956024 0.92093045],[7.26968367e-02 1.69862850e-06 2.46744678e-06],[2.05617705e-01 4.80444692e-06 6.97899341e-06]
[0.026782   0.16037379 0.81284416],[7.68487332e-02 5.18857927e-06 8.92064598e-06],[2.17361042e-01 1.46755184e-05 2.52313971e-05]
[0.08545943 0.0655757  0.8489649 ],[6.10153939e-02 4.06184891e-06 2.47591803e-05],[1.72577595e-01 1.14886436e-05 7.00295371e-05]
[0.01433719 0.55929774 0.42636505],[0.00050802 0.0061691  0.03993281],[0.00143691 0.01744885 0.11294703]
[0.05696284 0.13843192 0.8046052 ],[6.78779132e-02 1.96319700e-05 8.63630946e-05],[1.91987731e-01 5.55275964e-05 2.44271719e-04]
[0.02866462 0.02800289 0.9433325 ],[7.24927436e-02 1.06746614e-06 1.22493588e-06],[2.05040442e-01 3.01925019e-06 3.46464187e-06]
[0.15771706 0.15316573 0.6891172 ],[0.05059466 0.00039743 0.00337941],[0.14310332 0.0011241  0.00955842]
[0.01640124 0.6787662  0.3048326 ],[0.01287567 0.00362477 0.06499793],[0.03641791 0.01025239 0.18384191]
[0.64137524 0.01321547 0.3454094 ],[0.0008087  0.05550741 0.00486986],[0.00228735 0.15699867 0.01377406]
[0.6015563  0.01590786 0.38253585],[0.00264767 0.0942137  0.00162006],[0.00748875 0.26647657 0.00458222]
[0.02461674 0.02742285 0.94796044],[6.58860281e-02 3.15261940e-07 3.42546228e-07],[1.86353829e-01 8.91695423e-07 9.68867043e-07]
[0.03461942 0.02021489 0.94516563],[6.46332552e-02 8.83936778e-07 4.84588278e-07],[1.82810452e-01 2.50015076e-06 1.37062263e-06]
[0.04436846 0.26029158 0.69534   ],[6.92755209e-02 8.55066430e-05 3.71709805e-04],[0.19594076 0.00024185 0.00105135]
[0.05156896 0.06985081 0.87858015],[7.43447350e-02 1.60428257e-06 1.46564127e-06],[2.10278665e-01 4.53759635e-06 4.14545953e-06]
[0.03613662 0.01633001 0.9475334 ],[7.28086842e-02 2.99248156e-06 1.89148084e-06],[2.05934057e-01 8.46401601e-06 5.34991571e-06]
[0.05483155 0.05986665 0.88530177],[6.73527604e-02 8.28915205e-06 2.64359278e-06],[1.90502374e-01 2.34452625e-05 7.47720952e-06]
[0.01851159 0.01923279 0.96225554],[6.61440861e-02 6.22428619e-07 4.47922075e-07],[1.87083727e-01 1.76049399e-06 1.26691495e-06]
[0.07072575 0.02260699 0.9066673 ],[7.33597395e-02 2.00273032e-06 1.56854620e-06],[2.07492677e-01 5.66457677e-06 4.43651861e-06]
[0.10664002 0.01925552 0.8741045 ],[6.11061294e-02 4.84773861e-05 7.54790512e-06],[1.72834234e-01 1.37114754e-04 2.13486996e-05]
[0.54828626 0.0141747  0.43753907],[0.00573928 0.05161532 0.00084276],[0.01623315 0.14599016 0.0023837 ]
[0.13442342 0.20602547 0.65955114],[0.06657679 0.00162216 0.00657261],[0.18830761 0.00458817 0.01859014]
[0.06722154 0.07902294 0.85375553],[8.43831039e-02 9.84081893e-06 9.06257587e-06],[2.38671460e-01 2.78340392e-05 2.56328354e-05]
[0.04127647 0.3534913  0.60523224],[0.00254064 0.00276124 0.10637958],[0.00718603 0.00780996 0.30088689]
[0.53149474 0.06099713 0.4075081 ],[0.00013598 0.00630968 0.02056649],[0.00038461 0.01784648 0.05817081]
[0.0608188  0.05546811 0.883713  ],[6.93805263e-02 7.11742618e-06 2.50840363e-05],[1.96237763e-01 2.01311213e-05 7.09483687e-05]
[0.03658221 0.03227197 0.93114585],[6.17532480e-02 1.82267888e-06 8.48287126e-06],[1.74664562e-01 5.15531439e-06 2.39931832e-05]
[0.15863588 0.12114802 0.72021616],[0.08656676 0.00131578 0.00066398],[0.24484778 0.00372159 0.00187801]
[0.1563467  0.09418663 0.7494667 ],[0.01399917 0.01618618 0.00028948],[0.03959564 0.04578142 0.00081879]
[0.01812306 0.01245057 0.96942633],[6.32466822e-02 2.23997870e-07 2.00505910e-07],[1.78888632e-01 6.33561652e-07 5.67116354e-07]
[0.01998152 0.02910579 0.95091265],[6.55028163e-02 3.36573258e-07 3.02154366e-07],[1.85269942e-01 9.51972931e-07 8.54621604e-07]
[0.02324653 0.01136467 0.96538883],[6.22746586e-02 3.76176011e-07 2.48433789e-07],[1.76139333e-01 1.06398643e-06 7.02676868e-07]
[0.01802658 0.10658896 0.8753844 ],[6.68776534e-02 9.84730081e-07 2.13829950e-06],[1.89158569e-01 2.78523727e-06 6.04802432e-06]
[0.05033097 0.022886   0.926783  ],[6.52649547e-02 4.69161920e-07 3.63853239e-07],[1.84597168e-01 1.32699030e-06 1.02913237e-06]
[0.26784205 0.03621856 0.69593936],[5.34796230e-02 5.96142954e-04 6.19468990e-05],[0.15126322 0.00168615 0.00017521]
[0.01376088 0.01957157 0.9666676 ],[6.39606029e-02 2.05605482e-07 2.05076426e-07],[1.80907904e-01 5.81540122e-07 5.80043725e-07]
[0.03219793 0.0388131  0.9289889 ],[6.37255806e-02 1.19254087e-06 4.10810164e-06],[1.80243161e-01 3.37301494e-06 1.16194661e-05]
[0.06894837 0.11232499 0.81872666],[7.09324715e-02 3.47569082e-05 1.05452409e-05],[2.00627326e-01 9.83073821e-05 2.98264455e-05]
[0.02895057 0.03572784 0.9353215 ],[7.61270940e-02 2.18829573e-06 2.55612679e-06],[2.15319938e-01 6.18943500e-06 7.22981834e-06]
[0.01311947 0.01656017 0.9703204 ],[6.30045242e-02 1.89864922e-07 2.09755438e-07],[1.78203705e-01 5.37019096e-07 5.93277971e-07]
[0.11006303 0.11559366 0.7743433 ],[8.60919394e-02 1.01071204e-04 5.91936421e-05],[2.43504777e-01 2.85872534e-04 1.67424903e-04]
[0.01779102 0.02680597 0.9554031 ],[6.73695663e-02 5.71181841e-07 8.07054816e-07],[1.90549909e-01 1.61554621e-06 2.28269573e-06]
[0.0631625  0.09458403 0.8422535 ],[8.07607754e-02 1.09109911e-05 1.69918394e-05],[2.28425968e-01 3.08609431e-05 4.80601796e-05]
[0.00470408 0.5345755  0.46072036],[0.01213688 0.00011618 0.01079506],[0.03432828 0.00032861 0.03053304]
[0.02906639 0.02444543 0.94648814],[6.80142666e-02 1.28365638e-06 7.91843190e-07],[1.92373396e-01 3.63072853e-06 2.23967076e-06]
[0.30140078 0.04695208 0.65164715],[5.89929571e-02 4.02982535e-05 3.09482707e-04],[1.66857280e-01 1.13980673e-04 8.75349282e-04]
[0.0962937  0.06620397 0.8375023 ],[8.47584003e-02 2.49219485e-05 4.03019654e-05],[2.39732958e-01 7.04899152e-05 1.13991172e-04]
[0.02093273 0.01662081 0.96244645],[6.66858929e-02 3.55422306e-07 3.78379804e-07],[1.88616188e-01 1.00528609e-06 1.07021970e-06]
[0.02286401 0.47119227 0.50594366],[0.0005125  0.00717668 0.03631017],[0.00144957 0.0202987  0.10270066]
[0.09354201 0.01941664 0.88704133],[6.66635731e-02 2.16015029e-06 9.75874192e-07],[1.88553058e-01 6.10982766e-06 2.76018903e-06]
[0.00892597 0.5025863  0.48848772],[0.00059916 0.00441482 0.05253278],[0.00169468 0.01248699 0.14858514]
[0.01479363 0.02542217 0.9597842 ],[6.41505244e-02 3.40294346e-07 5.05571055e-07],[1.81445083e-01 9.62497758e-07 1.42997088e-06]
[0.11422554 0.16737416 0.71840036],[0.08737955 0.00017232 0.00010057],[0.2471467  0.00048741 0.00028446]
[0.02727055 0.02826097 0.94446856],[6.53348306e-02 5.20938241e-07 3.83170811e-07],[1.84794807e-01 1.47343585e-06 1.08377072e-06]
[0.09415746 0.05797434 0.8478682 ],[6.34914528e-02 2.07252530e-05 4.20242809e-06],[1.79580947e-01 5.86198678e-05 1.18862616e-05]
[0.01333182 0.02136848 0.9652996 ],[6.63947158e-02 5.56834156e-07 8.92601223e-07],[1.87792615e-01 1.57496483e-06 2.52465751e-06]
[0.02918448 0.03689278 0.93392277],[6.79672106e-02 6.16537939e-07 8.64785456e-07],[1.92240302e-01 1.74383263e-06 2.44598264e-06]
[0.03056208 0.46562523 0.50381273],[0.00068687 0.00935051 0.03443669],[0.00194275 0.02644725 0.09740166]
[0.01370622 0.01870562 0.9675881 ],[6.17745872e-02 2.29147512e-07 3.54909687e-07],[1.74724918e-01 6.48127039e-07 1.00383619e-06]
[0.01983444 0.02803434 0.9521313 ],[6.75507875e-02 5.89650057e-07 4.91854769e-07],[1.91062480e-01 1.66778222e-06 1.39117537e-06]
[0.14603806 0.01194497 0.84201694],[8.21768790e-02 1.21796917e-05 9.15817741e-06],[2.32431314e-01 3.44493704e-05 2.59032374e-05]
[0.03730546 0.37407497 0.58861953],[0.00795194 0.00092858 0.04553908],[0.02249147 0.00262642 0.12880396]
[0.04337373 0.05052095 0.9061052 ],[7.02022885e-02 6.96707877e-07 7.90305738e-07],[1.98562057e-01 1.97058746e-06 2.23532219e-06]
[0.23250736 0.0347619  0.7327307 ],[8.96891882e-02 3.68923566e-05 4.49580623e-05],[2.53679333e-01 1.04347342e-04 1.27160603e-04]
[0.0634099  0.20225137 0.7343387 ],[3.68566156e-02 4.09564446e-05 1.04321740e-03],[0.10424625 0.00011584 0.00295066]
[0.04587779 0.05407903 0.9000432 ],[7.32349840e-02 2.59975905e-06 1.80076858e-06],[2.07139815e-01 7.35322903e-06 5.09334271e-06]
[0.38805136 0.01875536 0.59319323],[4.61170490e-02 3.00319691e-04 1.81100744e-05],[1.30438712e-01 8.49432359e-04 5.12230255e-05]
[0.18846817 0.05146253 0.7600693 ],[8.40644449e-02 7.63271513e-06 7.53583208e-06],[2.37770156e-01 2.15885785e-05 2.13145519e-05]
[0.05843883 0.04039531 0.9011659 ],[6.56890483e-02 6.56586512e-07 4.42492670e-07],[1.85796686e-01 1.85710710e-06 1.25155827e-06]
[0.01443563 0.01499017 0.9705742 ],[6.32698754e-02 2.02536182e-07 1.91294377e-07],[1.78954232e-01 5.72858830e-07 5.41062206e-07]
[0.13952655 0.07278422 0.7876892 ],[5.86583533e-02 6.71609722e-04 9.14690835e-05],[0.16591088 0.0018996  0.00025871]
[0.02297892 0.02026881 0.9567522 ],[6.79703389e-02 5.44747135e-07 6.87713753e-07],[1.92249150e-01 1.54077757e-06 1.94514823e-06]
[0.11212263 0.03965644 0.84822094],[7.20003893e-02 2.69975816e-05 8.80196099e-06],[2.03647854e-01 7.63606920e-05 2.48957052e-05]
[0.07994483 0.34282368 0.57723147],[0.00531983 0.00176662 0.07372876],[0.01504676 0.00499674 0.20853644]
[0.01770529 0.01314997 0.96914476],[6.32993923e-02 2.01509152e-07 1.91335326e-07],[1.79037718e-01 5.69953952e-07 5.41178027e-07]
[0.01524493 0.01676078 0.96799433],[6.38176084e-02 2.40048449e-07 2.86981608e-07],[1.80503455e-01 6.78959545e-07 8.11706566e-07]
[0.01705484 0.02109398 0.9618512 ],[6.38951024e-02 2.78298144e-07 3.64675187e-07],[1.80722641e-01 7.87146018e-07 1.03145719e-06]
[0.01723979 0.01446799 0.9682921 ],[6.38214336e-02 2.30376802e-07 2.13851453e-07],[1.80514274e-01 6.51603995e-07 6.04863251e-07]
[0.03645058 0.01893695 0.94461244],[6.44031003e-02 4.76408473e-07 3.38717758e-07],[1.82159476e-01 1.34748665e-06 9.58038495e-07]
[0.14979008 0.02248164 0.8277283 ],[7.23881152e-02 9.89191148e-06 2.95325131e-05],[2.04744508e-01 2.79785507e-05 8.35305611e-05]
[0.01508172 0.01846659 0.96645176],[6.33901584e-02 2.29193833e-07 2.82170207e-07],[1.79294444e-01 6.48258054e-07 7.98097867e-07]
[0.02680688 0.03005477 0.9431383 ],[6.58566514e-02 4.47223201e-07 6.52065828e-07],[1.86270739e-01 1.26493823e-06 1.84432067e-06]
[0.01593283 0.12391718 0.8601499 ],[5.04235048e-02 3.49415881e-06 4.63321843e-05],[1.42619209e-01 9.88297355e-06 1.31047207e-04]
[0.03402255 0.01577968 0.9501979 ],[6.56093990e-02 3.91900988e-07 3.34423968e-07],[1.85571404e-01 1.10846338e-06 9.45893822e-07]
[0.12750317 0.06595684 0.8065399 ],[8.10924085e-02 6.94489452e-05 1.49480615e-04],[2.29363968e-01 1.96431280e-04 4.22795025e-04]
[0.19838014 0.06136176 0.7402581 ],[3.72583730e-02 9.45234654e-04 3.73036036e-05],[0.10538259 0.00267353 0.00010551]
[0.01816769 0.02215281 0.9596794 ],[6.27627615e-02 7.95796641e-07 3.90350090e-07],[1.77519897e-01 2.25085280e-06 1.10407678e-06]
[0.02226681 0.01798931 0.9597439 ],[6.76555727e-02 4.21688982e-07 4.08842004e-07],[1.91358857e-01 1.19271656e-06 1.15637981e-06]
[0.05205409 0.07044338 0.8775026 ],[6.69849566e-02 1.14501303e-06 2.68183241e-06],[1.89462068e-01 3.23858590e-06 7.58536755e-06]
[0.0095181  0.9435719  0.04690997],[2.87308835e-07 6.01316276e-02 6.83779393e-07],[8.12632103e-07 1.70077927e-01 1.93402018e-06]
[0.01464282 0.01602613 0.96933115],[6.36023064e-02 1.98401206e-07 2.05313482e-07],[1.79894489e-01 5.61163353e-07 5.80714221e-07]
[0.02723174 0.02710999 0.9456583 ],[6.64476582e-02 4.82233625e-07 4.05242489e-07],[1.87942359e-01 1.36396266e-06 1.14619885e-06]
[0.37259856 0.01094522 0.6164562 ],[0.0076594  0.02820428 0.00034059],[0.02166405 0.07977375 0.00096334]
[0.04762717 0.01203153 0.9403413 ],[6.55967148e-02 8.98239385e-07 5.28382946e-07],[1.85535527e-01 2.54060464e-06 1.49449266e-06]
[0.01527605 0.6271053  0.35761863],[0.00023435 0.00943569 0.01942285],[0.00066283 0.02668815 0.05493611]
[0.01528499 0.22997761 0.7547374 ],[4.91324792e-02 6.98871902e-06 1.09870945e-04],[1.38967637e-01 1.97670824e-05 3.10761960e-04]
[0.05069454 0.05497089 0.8943345 ],[7.29334164e-02 1.06484155e-06 1.04883688e-06],[2.06286853e-01 3.01182672e-06 2.96655867e-06]
[0.09111138 0.02952801 0.87936056],[5.87053659e-02 3.15065765e-05 4.20783877e-06],[1.66043849e-01 8.91140555e-05 1.19015653e-05]
[0.0238901 0.0471073 0.9290027],[6.81253051e-02 5.34549410e-07 6.45817135e-07],[1.92687461e-01 1.51193405e-06 1.82664670e-06]
[0.08356024 0.03637537 0.8800644 ],[6.82668928e-02 9.67421757e-07 6.73386579e-07],[1.93087931e-01 2.73628194e-06 1.90462487e-06]
[0.19546443 0.09208032 0.7124553 ],[6.80140578e-02 4.19546842e-04 9.11452875e-05],[0.19237281 0.00118666 0.0002578 ]
[0.07877786 0.09746054 0.82376164],[6.33838083e-02 8.78370486e-06 4.87194054e-05],[1.79276483e-01 2.48440691e-05 1.37799288e-04]
[0.10009345 0.05614221 0.84376436],[7.92852265e-02 1.15661661e-05 2.12199502e-05],[2.24252485e-01 3.27140580e-05 6.00190827e-05]
[0.01365462 0.01726833 0.96907705],[6.33893659e-02 2.10984581e-07 2.41861268e-07],[1.79292202e-01 5.96754512e-07 6.84086971e-07]
[0.02230193 0.02242283 0.95527524],[6.41845155e-02 2.74642311e-07 3.43423100e-07],[1.81541225e-01 7.76805761e-07 9.71347210e-07]
[0.81213886 0.00588559 0.18197565],[6.31638372e-07 3.69503825e-06 5.61701995e-02],[1.78654310e-06 1.04511464e-05 1.58873316e-01]
[0.0276136  0.5825548  0.38983157],[0.0079475  0.00131197 0.05316712],[0.02247892 0.0037108  0.15037932]
[0.01660171 0.01322843 0.9701699 ],[6.43227579e-02 2.24451742e-07 2.32285467e-07],[1.81932233e-01 6.34845395e-07 6.57002516e-07]
[0.03346309 0.02830536 0.9382315 ],[6.74994726e-02 4.81146004e-07 5.75804500e-07],[1.90917339e-01 1.36088641e-06 1.62862107e-06]
[0.02205587 0.3667117  0.61123234],[0.00358817 0.00140452 0.07953874],[0.01014887 0.00397258 0.22496954]
[0.03954892 0.08736453 0.8730865 ],[8.61551175e-02 1.42214783e-05 1.28148116e-05],[2.43683471e-01 4.02244149e-05 3.62457608e-05]
[0.01035403 0.49570918 0.49393678],[0.00025144 0.01076364 0.01850304],[0.00071119 0.03044418 0.05233449]
[0.04272826 0.26985213 0.6874196 ],[6.74240451e-02 3.59895859e-06 1.22718227e-05],[1.90703998e-01 1.01793921e-05 3.47099562e-05]
[0.02133608 0.08487371 0.8937903 ],[6.58066904e-02 1.21591337e-06 3.22809231e-06],[1.86129428e-01 3.43912235e-06 9.13042386e-06]
[0.5771496  0.02227779 0.40057257],[0.00103791 0.06549871 0.00426949],[0.00293564 0.18525834 0.01207594]
[0.06084801 0.02928978 0.9098623 ],[5.68826113e-02 2.53955955e-05 3.15386198e-06],[1.60888321e-01 7.18295911e-05 8.92046876e-06]
[0.02350627 0.01529944 0.9611943 ],[6.77789775e-02 4.98655527e-07 5.92737608e-07],[1.91707898e-01 1.41041082e-06 1.67651513e-06]
[0.02730025 0.23481089 0.7378888 ],[2.67384011e-02 6.02763493e-05 2.47613527e-03],[0.07562762 0.00017049 0.00700357]
