[0.01888613 0.5075671  0.47354674],[0.00124466 0.00248976 0.0879495 ],[0.00352044 0.0070421  0.24875875]
[0.00913181 0.00508321 0.98578495],[6.00444449e-02 1.42950532e-07 1.22859810e-07],[1.69831337e-01 4.04325162e-07 3.47500018e-07]
[0.03092882 0.06279257 0.90627867],[4.00384973e-02 2.44812450e-05 5.40448874e-04],[1.13245972e-01 6.92434175e-05 1.52862026e-03]
[0.01253842 0.00506186 0.9823997 ],[6.17478197e-02 1.47335444e-07 1.54677113e-07],[1.74649208e-01 4.16727566e-07 4.37492941e-07]
[0.03321675 0.0124441  0.9543392 ],[6.73967131e-02 6.51840469e-07 5.05970329e-07],[1.90626691e-01 1.84368326e-06 1.43110020e-06]
[0.01569992 0.02133079 0.96296924],[6.51347716e-02 3.80968457e-07 3.16468911e-07],[1.84228955e-01 1.07754152e-06 8.95109253e-07]
[0.01085112 0.16697444 0.82217455],[5.55439893e-02 1.83068122e-06 1.44338546e-05],[1.57102126e-01 5.17794842e-06 4.08251059e-05]
[0.42542484 0.02837738 0.54619783],[0.0077771  0.05794794 0.0016253 ],[0.02199697 0.16390153 0.00459704]
[0.00611394 0.00554251 0.9883436 ],[5.93939514e-02 1.13584091e-07 1.04380047e-07],[1.67991463e-01 3.21264324e-07 2.95231358e-07]
[0.05747513 0.04163273 0.9008922 ],[6.45694509e-02 2.19465779e-06 8.46162110e-07],[1.82629986e-01 6.20742962e-06 2.39330786e-06]
[0.03299956 0.05692128 0.9100791 ],[8.12650454e-02 5.35955014e-06 4.95517910e-06],[2.29852259e-01 1.51590970e-05 1.40153630e-05]
[0.00908884 0.00618077 0.98473036],[5.98189902e-02 1.34058348e-07 1.80434611e-07],[1.69193654e-01 3.79174269e-07 5.10346147e-07]
[0.00998062 0.01197108 0.9780482 ],[6.04796016e-02 1.67361037e-07 1.36719361e-07],[1.71062146e-01 4.73368496e-07 3.86700750e-07]
[0.03131592 0.012856   0.9558281 ],[6.14444104e-02 2.64026786e-07 1.86499777e-07],[1.73791037e-01 7.46780523e-07 5.27501028e-07]
[0.00835358 0.00557604 0.98607033],[6.02210799e-02 1.18246654e-07 1.25740884e-07],[1.70330936e-01 3.34452045e-07 3.55648927e-07]
[0.0203494 0.0210573 0.9585933],[6.18165748e-02 4.11125873e-07 9.61803512e-07],[1.74843677e-01 1.16283957e-06 2.72039114e-06]
[0.2002711  0.02474197 0.7749869 ],[4.89152906e-02 4.50660886e-04 3.55699740e-05],[1.38353335e-01 1.27466147e-03 1.00607079e-04]
[0.02273097 0.02363777 0.9536313 ],[6.28324738e-02 2.61510002e-07 3.78575939e-07],[1.77717073e-01 7.39661982e-07 1.07077446e-06]
[0.01768972 0.03071545 0.9515949 ],[6.30213190e-02 3.90225874e-07 7.68490706e-07],[1.78251208e-01 1.10372545e-06 2.17361996e-06]
[0.02721822 0.8119632  0.1608186 ],[3.55146547e-06 4.85483026e-02 5.30037855e-05],[1.00450613e-05 1.37315336e-01 1.49917345e-04]
[0.01260372 0.00775845 0.9796379 ],[6.00637030e-02 1.21037641e-07 1.37372424e-07],[1.69885807e-01 3.42346147e-07 3.88547889e-07]
[0.04220745 0.03157622 0.92621636],[6.96191727e-02 1.02180124e-06 7.66738046e-07],[1.96912756e-01 2.89009034e-06 2.16866269e-06]
[0.12195521 0.01728132 0.86076343],[0.00869368 0.01855663 0.00018821],[0.02458944 0.05248608 0.00053233]
[0.0153041  0.01477401 0.9699219 ],[6.29992805e-02 2.00567422e-07 1.85801185e-07],[1.78188874e-01 5.67290337e-07 5.25525111e-07]
[0.6668765  0.01385748 0.31926602],[0.00018446 0.01530986 0.01070409],[0.00052173 0.04330283 0.03027573]
[0.03754929 0.05615509 0.90629554],[7.01389171e-02 7.73073137e-07 9.75020246e-07],[1.98382816e-01 2.18658103e-06 2.75777371e-06]
[0.6660489  0.01908148 0.31486964],[3.35916393e-06 2.73333647e-05 5.64880281e-02],[9.50115039e-06 7.73104302e-05 1.59772271e-01]
[0.01229926 0.20392644 0.7837743 ],[4.78715911e-02 2.85278309e-06 4.48959325e-05],[1.35401307e-01 8.06888906e-06 1.26984873e-04]
[0.01505186 0.0326324  0.9523158 ],[6.06970063e-02 1.42470611e-07 1.75936545e-07],[1.71677059e-01 4.02967741e-07 4.97623696e-07]
[0.06543503 0.01379874 0.9207662 ],[6.90234105e-02 7.30087176e-07 1.01763413e-06],[1.95227686e-01 2.06499837e-06 2.87830397e-06]
[0.00801462 0.01217612 0.97980917],[6.07102605e-02 1.32368567e-07 1.26326685e-07],[1.71714548e-01 3.74394846e-07 3.57305821e-07]
[0.01289388 0.38079324 0.6063128 ],[0.01072982 0.00017602 0.01475978],[0.03034852 0.00049785 0.04174695]
[0.01423816 0.02774087 0.958021  ],[6.92835225e-02 7.60951139e-07 6.33126935e-07],[1.95963394e-01 2.15229484e-06 1.79075340e-06]
[0.02290199 0.02350942 0.95358855],[6.44512234e-02 7.17237771e-07 1.71684737e-06],[1.82295588e-01 2.02865477e-06 4.85597766e-06]
[0.01825617 0.0257208  0.95602304],[6.41229464e-02 4.14243173e-07 7.32756347e-07],[1.81367081e-01 1.17165663e-06 2.07254793e-06]
[0.04563302 0.01277925 0.94158775],[6.13374824e-02 3.13150246e-07 2.04512125e-07],[1.73488599e-01 8.85722651e-07 5.78447640e-07]
[0.04241334 0.01481142 0.9427752 ],[6.08793526e-02 1.66044118e-07 1.40873158e-07],[1.72192812e-01 4.69643688e-07 3.98449462e-07]
[0.02759346 0.03785503 0.9345515 ],[6.32149658e-02 1.89588326e-07 2.00390099e-07],[1.78798924e-01 5.36236764e-07 5.66788791e-07]
[0.01268469 0.02295554 0.96435976],[6.34257329e-02 2.22700162e-07 2.03324632e-07],[1.79395063e-01 6.29891180e-07 5.75088905e-07]
[0.0572174  0.05724034 0.8855423 ],[8.74561805e-02 1.50750886e-05 1.45839222e-05],[2.47363433e-01 4.26387894e-05 4.12495612e-05]
[0.1882848  0.03885727 0.77285796],[0.03108783 0.00328193 0.00012999],[0.08792967 0.00928271 0.00036767]
[0.02695703 0.01961942 0.9534235 ],[6.06502667e-02 1.94869956e-07 3.13448144e-07],[1.71544860e-01 5.51175469e-07 8.86565233e-07]
[0.04420868 0.0659617  0.8898297 ],[6.07668784e-02 2.08331928e-06 1.10223191e-05],[1.71874687e-01 5.89251676e-06 3.11758262e-05]
[0.02047236 0.587025   0.39250264],[0.00122682 0.01069791 0.0419186 ],[0.00346998 0.03025826 0.1185637 ]
[0.03116298 0.03502835 0.9338087 ],[7.12522228e-02 1.49893742e-06 1.10507126e-06],[2.01531720e-01 4.23963525e-06 3.12561352e-06]
[0.11446387 0.11340033 0.77213573],[7.76991391e-02 5.00501711e-05 1.33676872e-04],[2.19766353e-01 1.41563262e-04 3.78095291e-04]
[0.37655133 0.01451434 0.60893434],[0.00547691 0.06377188 0.00129335],[0.01549103 0.18037412 0.00365816]
[0.32436806 0.01650718 0.6591248 ],[7.84204928e-02 1.02014777e-04 4.10795427e-05],[2.21806649e-01 2.88541362e-04 1.16190493e-04]
[0.02756029 0.02127676 0.9511629 ],[5.42373719e-02 1.38767215e-05 1.59133360e-06],[1.53406454e-01 3.92492954e-05 4.50097113e-06]
[0.53553534 0.01523705 0.4492276 ],[0.00480198 0.07825904 0.00185021],[0.01358204 0.22134998 0.00523318]
[0.00732661 0.00418201 0.9884913 ],[6.04051915e-02 1.15028303e-07 1.17553379e-07],[1.70851682e-01 3.25349173e-07 3.32491167e-07]
[0.00879572 0.01344197 0.9777623 ],[5.99640449e-02 1.39880507e-07 1.20887989e-07],[1.69603931e-01 3.95641821e-07 3.41922868e-07]
[0.02942706 0.00542521 0.9651478 ],[6.04971827e-02 1.18976728e-07 1.16635560e-07],[1.71111872e-01 3.36517006e-07 3.29895183e-07]
[0.01928496 0.0360423  0.94467276],[6.69598926e-02 3.60619220e-07 3.53161694e-07],[1.89391176e-01 1.01998518e-06 9.98892115e-07]
[0.5192819  0.00807025 0.47264782],[0.00053395 0.04219797 0.0057306 ],[0.00151023 0.11935389 0.01620857]
[0.01064193 0.02012867 0.9692294 ],[6.17976337e-02 3.10187248e-07 2.11390685e-07],[1.74790103e-01 8.77342027e-07 5.97903147e-07]
[0.00610713 0.01778388 0.976109  ],[6.11652367e-02 1.84749329e-07 2.69518688e-07],[1.73001415e-01 5.22550012e-07 7.62313967e-07]
[0.03817506 0.11276068 0.84906423],[4.77731626e-02 2.18617040e-05 3.13516776e-04],[1.35122909e-01 6.18342366e-05 8.86759354e-04]
[0.05366547 0.0376929  0.90864164],[7.36796862e-02 6.20239015e-06 3.28810988e-06],[2.08397623e-01 1.75430085e-05 9.30017918e-06]
[0.02643286 0.07289129 0.9006759 ],[6.68550624e-02 9.03440813e-06 3.92575970e-05],[1.89094672e-01 2.55531650e-05 1.11037252e-04]
[0.05874803 0.0693553  0.8718966 ],[6.19146233e-02 4.52708103e-07 1.10741693e-06],[1.75121000e-01 1.28045188e-06 3.13224807e-06]
[0.9765528  0.0042138  0.01923334],[2.32129521e-07 6.58307972e-07 5.76060523e-02],[6.56561435e-07 1.86197612e-06 1.62934521e-01]
[0.15286976 0.02797374 0.81915647],[1.76889607e-02 4.42135661e-03 6.11687356e-05],[0.05003194 0.01250548 0.00017301]
[0.05335223 0.02399194 0.9226559 ],[6.41318179e-02 1.67375833e-06 6.87715678e-07],[1.81392173e-01 4.73410346e-06 1.94515368e-06]
[0.02867181 0.08464208 0.88668615],[6.53966702e-02 2.49862125e-06 9.83031262e-07],[1.84969716e-01 7.06716813e-06 2.78043229e-06]
[0.05108494 0.0995123  0.84940284],[8.32387527e-02 6.15348789e-06 6.15297125e-06],[2.35434746e-01 1.74046921e-05 1.74032308e-05]
[0.2709547  0.03691648 0.69212884],[3.77950893e-02 1.12106062e-03 5.17208752e-05],[0.10690066 0.00317084 0.00014629]
[0.0215943  0.23628724 0.7421185 ],[6.20502890e-02 2.67784675e-05 1.66913374e-04],[1.75504720e-01 7.57409438e-05 4.72102314e-04]
[0.01028876 0.01449616 0.9752151 ],[6.17574449e-02 1.51635539e-07 1.65200248e-07],[1.74676432e-01 4.28890072e-07 4.67256864e-07]
[0.02955092 0.02174775 0.9487013 ],[7.23764624e-02 1.04202774e-06 1.19357610e-06],[2.04711549e-01 2.94729953e-06 3.37594300e-06]
[0.03602752 0.01710181 0.94687074],[6.42666334e-02 1.22624303e-06 5.84845172e-07],[1.81773489e-01 3.46833905e-06 1.65419195e-06]
[0.02422843 0.01696371 0.95880795],[6.23292452e-02 4.12860107e-07 9.14076624e-07],[1.76293728e-01 1.16774472e-06 2.58539912e-06]
[0.03656799 0.049009   0.91442305],[7.35206594e-02 1.28795851e-06 1.19356474e-06],[2.07947827e-01 3.64289677e-06 3.37591089e-06]
[0.02669117 0.02286894 0.9504399 ],[7.09020833e-02 9.99227053e-07 1.34242017e-06],[2.00541376e-01 2.82624090e-06 3.79693762e-06]
[0.01340417 0.5445828  0.44201308],[8.81138634e-05 1.30121959e-02 8.12499743e-03],[0.00024922 0.03680405 0.02298096]
[0.14719908 0.0105914  0.8422095 ],[5.42475197e-02 2.47703858e-05 2.61638699e-06],[1.53435156e-01 7.00612311e-05 7.40025992e-06]
[0.08973334 0.3244554  0.5858113 ],[0.02137093 0.00112275 0.02243247],[0.06044613 0.00317562 0.0634486 ]
[0.0029024  0.00238575 0.994712  ],[5.84470273e-02 7.79048679e-08 7.80217003e-08],[1.65313157e-01 2.20348242e-07 2.20678693e-07]
[0.45062268 0.06203686 0.48734048],[0.00073998 0.05061184 0.00533766],[0.00209297 0.14315189 0.01509717]
[0.00869096 0.20776945 0.78353953],[1.30473724e-02 8.29205331e-05 7.84482258e-03],[0.03690354 0.00023453 0.02218851]
[0.9909252  0.00255493 0.00651979],[1.05422651e-07 1.07517569e-07 5.99580582e-02],[2.98180285e-07 3.04105608e-07 1.69586998e-01]
[0.01302236 0.00391898 0.9830587 ],[5.85012866e-02 2.03201519e-07 1.27881085e-07],[1.65466626e-01 5.74740689e-07 3.61702331e-07]
[0.02701111 0.32672918 0.6462597 ],[0.00802017 0.00086227 0.04268873],[0.02268446 0.00243886 0.12074196]
[0.16673596 0.06501993 0.7682442 ],[0.06048806 0.00069167 0.00010881],[0.17108606 0.00195634 0.00030777]
[0.02280356 0.12234949 0.85484695],[7.65302447e-02 3.48094320e-06 5.15760666e-06],[2.16460220e-01 9.84559418e-06 1.45879146e-05]
[0.336931   0.01002664 0.65304244],[0.00638475 0.03904195 0.00051931],[0.01805881 0.1104273  0.00146883]
[0.01636203 0.0323526  0.9512854 ],[5.96904571e-02 8.20371763e-07 3.60204133e-06],[1.68830108e-01 2.32036175e-06 1.01881114e-05]
[0.20059767 0.05955708 0.7398452 ],[0.00561635 0.05705241 0.00101775],[0.01588543 0.16136857 0.00287862]
[0.01462823 0.01154907 0.9738227 ],[6.29652489e-02 2.62738249e-07 2.12589248e-07],[1.78092618e-01 7.43135990e-07 6.01293195e-07]
[0.63458776 0.0846766  0.28073564],[0.00357914 0.08152296 0.00773994],[0.01012334 0.23058177 0.02189184]
[0.02392168 0.01769611 0.9583822 ],[6.88065318e-02 8.37308415e-07 6.42826436e-07],[1.94614261e-01 2.36826583e-06 1.81818773e-06]
[0.08324699 0.06707965 0.8496734 ],[7.88035192e-02 2.99582007e-06 3.18782308e-06],[2.22890011e-01 8.47345874e-06 9.01652527e-06]
[0.00696237 0.01917027 0.97386736],[6.15312380e-02 1.38322199e-07 1.37989543e-07],[1.74036623e-01 3.91234261e-07 3.90293365e-07]
[0.48135185 0.03154624 0.48710197],[0.00308595 0.0967043  0.00207564],[0.00872839 0.27352107 0.0058708 ]
[0.0124571  0.01369817 0.97384477],[5.95575374e-02 1.58741491e-07 2.55925266e-07],[1.68454154e-01 4.48988738e-07 7.23865965e-07]
[0.00441272 0.00595388 0.98963344],[5.91709986e-02 1.01028116e-07 1.10770833e-07],[1.67360857e-01 2.85750663e-07 3.13307229e-07]
[0.0482317 0.0282789 0.9234894],[7.27101804e-02 1.65377309e-06 1.31776014e-06],[2.05655447e-01 4.67757667e-06 3.72718852e-06]
[0.01645528 0.01199211 0.97155255],[6.49471558e-02 4.14358242e-07 3.27851023e-07],[1.83698297e-01 1.17198209e-06 9.27302726e-07]
[0.01722122 0.0132725  0.9695062 ],[6.63318685e-02 3.24814227e-07 3.16914322e-07],[1.87614856e-01 9.18713371e-07 8.96369065e-07]
[0.07192624 0.16883785 0.7592359 ],[0.07990921 0.00032765 0.00084078],[0.22601738 0.00092673 0.00237808]
[0.05649571 0.08973914 0.8537651 ],[7.92405864e-02 3.66270317e-06 3.35727996e-06],[2.24126224e-01 1.03596890e-05 9.49582170e-06]
[0.01156377 0.01410728 0.974329  ],[6.17039522e-02 2.19559872e-07 1.72721405e-07],[1.74525132e-01 6.21009097e-07 4.88529907e-07]
[0.03731595 0.46984833 0.49283573],[0.02152451 0.01674403 0.09799493],[0.0608805  0.04735928 0.27717151]
[0.02474899 0.02548007 0.949771  ],[6.88218881e-02 9.48132038e-07 6.90308862e-07],[1.94657695e-01 2.68172237e-06 1.95248831e-06]
[0.00656106 0.08252601 0.91091293],[6.45183539e-02 4.17152249e-07 7.01465367e-07],[1.82485462e-01 1.17988474e-06 1.98404367e-06]
[0.03442943 0.02021259 0.9453579 ],[6.40033362e-02 3.68647048e-07 6.03236278e-07],[1.81028772e-01 1.04269131e-06 1.70620985e-06]
[0.01192502 0.3501804  0.6378946 ],[1.83457912e-02 5.38331924e-05 3.87972075e-03],[0.05188973 0.00015226 0.01097351]
[0.03638475 0.11964042 0.84397477],[6.16349350e-02 1.89903923e-06 8.99639740e-06],[1.74329922e-01 5.37129406e-06 2.54456544e-05]
[0.5384376  0.036618   0.42494437],[0.00012731 0.00941536 0.01390432],[0.00036009 0.02663066 0.03932735]
[0.8916847  0.01560094 0.09271438],[7.01422258e-07 2.18747580e-06 6.20721096e-02],[1.98392174e-06 6.18711589e-06 1.75566439e-01]
[0.0079713  0.00458866 0.98744   ],[5.97929734e-02 1.08841184e-07 1.04863484e-07],[1.69120068e-01 3.07849357e-07 2.96598722e-07]
[0.02569195 0.0905416  0.8837665 ],[5.71500517e-02 6.34979115e-06 1.04491157e-06],[1.61644756e-01 1.79599215e-05 2.95545622e-06]
[0.16227175 0.04477052 0.7929577 ],[8.72511511e-02 7.03054674e-05 4.65904250e-05],[2.46783522e-01 1.98853891e-04 1.31777622e-04]
[0.01817129 0.11369181 0.8681369 ],[6.91372471e-02 1.12023283e-06 2.02918386e-06],[1.95549665e-01 3.16849693e-06 5.73939867e-06]
[0.1124282  0.01644289 0.8711289 ],[6.22260175e-02 8.57087446e-06 1.91642709e-06],[1.76001756e-01 2.42420938e-05 5.42047436e-06]
[0.03241142 0.01483472 0.95275384],[6.33756364e-02 5.40624417e-07 3.29355970e-07],[1.79253369e-01 1.52911677e-06 9.31559359e-07]
[0.01342107 0.01991049 0.9666685 ],[6.11749087e-02 1.94882044e-07 1.55618224e-07],[1.73028771e-01 5.51209660e-07 4.40154806e-07]
[0.01312248 0.01609056 0.970787  ],[6.00078224e-02 2.52350223e-07 1.62914188e-07],[1.69727753e-01 7.13754214e-07 4.60790910e-07]
[0.56500226 0.00771331 0.42728445],[4.64833418e-05 3.58000808e-03 1.82293680e-02],[0.00013147 0.01012579 0.05156044]
[0.02420193 0.03646774 0.93933034],[6.43006334e-02 1.75838120e-06 7.18267015e-07],[1.81869656e-01 4.97345309e-06 2.03156591e-06]
[0.0337249  0.09876376 0.86751133],[4.83873253e-02 1.15310605e-05 1.65687771e-04],[1.36860023e-01 3.26147644e-05 4.68635787e-04]
[0.05002633 0.02917538 0.9207983 ],[6.73351973e-02 1.64113104e-06 8.68207961e-07],[1.90452699e-01 4.64181956e-06 2.45566295e-06]
[0.01683131 0.46644157 0.5167271 ],[0.00074896 0.00472965 0.05480577],[0.00211838 0.01337747 0.15501411]
[0.0174097  0.0139286  0.96866167],[6.08975597e-02 2.09817018e-07 1.57875839e-07],[1.72244310e-01 5.93452144e-07 4.46540306e-07]
[0.35032552 0.03009558 0.61957896],[0.0077268  0.04625925 0.00097677],[0.0218547  0.13084093 0.00276272]
[0.01623485 0.4861975  0.49756768],[0.02238523 0.00014871 0.00584131],[0.06331498 0.00042063 0.01652172]
[0.11767358 0.05118312 0.8311433 ],[5.61077416e-02 2.82522508e-06 2.31973586e-05],[1.58696658e-01 7.99094326e-06 6.56120382e-05]
[0.0184057  0.01549899 0.96609527],[6.41533357e-02 2.24589794e-07 2.39476039e-07],[1.81453035e-01 6.35235866e-07 6.77340525e-07]
[0.03025627 0.03693162 0.93281215],[6.27361444e-02 7.99318793e-07 3.90908056e-07],[1.77444613e-01 2.26081495e-06 1.10565495e-06]
[0.00761961 0.20496278 0.78741765],[0.00789402 0.00021993 0.02184423],[0.02232767 0.00062207 0.06178481]
[0.01313967 0.01196993 0.9748905 ],[6.44111052e-02 5.67446312e-07 3.68774924e-07],[1.82182117e-01 1.60498054e-06 1.04305300e-06]
[0.0376127  0.39652413 0.5658632 ],[0.00163828 0.00405878 0.08003735],[0.00463376 0.01147997 0.22637982]
[0.12276955 0.08168817 0.7955423 ],[5.43952109e-02 3.85185441e-04 4.13691482e-05],[1.53852890e-01 1.08946895e-03 1.17009621e-04]
[0.02727504 0.10285465 0.86987036],[6.58901276e-02 7.33231534e-07 1.46717394e-06],[1.86365424e-01 2.07389196e-06 4.14979456e-06]
[0.22675943 0.02992387 0.74331665],[4.21645541e-02 7.02503770e-04 3.91044552e-05],[1.19259368e-01 1.98698072e-03 1.10604102e-04]
[0.39070264 0.01666453 0.5926329 ],[0.00301899 0.08338668 0.00131465],[0.00853899 0.23585315 0.00371838]
[0.03061036 0.03256525 0.93682444],[6.59397726e-02 7.78062688e-07 4.96596696e-07],[1.86505841e-01 2.20069361e-06 1.40458757e-06]
[0.10211771 0.03176174 0.8661206 ],[7.50509107e-02 2.34102274e-06 1.91919944e-06],[2.12276032e-01 6.62141221e-06 5.42831575e-06]
[0.28579462 0.06451473 0.64969057],[0.00542538 0.0606159  0.00112912],[0.01534529 0.17144767 0.00319364]
[0.01081767 0.00680619 0.98237616],[5.97059264e-02 1.64610290e-07 1.27117712e-07],[1.68873862e-01 4.65588210e-07 3.59543185e-07]
[0.01403618 0.0391347  0.94682914],[7.40911094e-02 1.25396588e-06 1.22095587e-06],[2.09561304e-01 3.54675110e-06 3.45338471e-06]
[0.0438134  0.04053853 0.91564804],[7.37484307e-02 1.34785620e-06 1.24217358e-06],[2.08592062e-01 3.81231305e-06 3.51339746e-06]
[0.02174852 0.00625601 0.97199553],[6.36662683e-02 2.19562664e-07 2.06334089e-07],[1.80075400e-01 6.21016996e-07 5.83600933e-07]
[0.03204295 0.2853793  0.6825777 ],[0.01112289 0.00010924 0.01077264],[0.03146029 0.00030896 0.03046963]
[0.04248128 0.19696653 0.7605522 ],[7.71437532e-02 4.01731408e-05 1.06794970e-04],[2.18195484e-01 1.13626801e-04 3.02061789e-04]
[0.07254245 0.07867826 0.8487792 ],[4.52601869e-02 3.59183895e-04 2.20271881e-05],[1.28015140e-01 1.01592547e-03 6.23022963e-05]
[0.00460679 0.3663205  0.6290727 ],[0.00592045 0.00036682 0.03503677],[0.01674555 0.00103753 0.09909895]
[0.49989375 0.00567985 0.49442646],[0.01341256 0.01693466 0.00032272],[0.03793645 0.04789845 0.00091278]
[0.04070205 0.04020222 0.91909564],[7.17228990e-02 4.09958382e-06 2.18088615e-06],[2.02862993e-01 1.15953741e-05 6.16847753e-06]
[0.0259595  0.025416   0.94862443],[6.32537723e-02 3.79511835e-07 2.71109159e-07],[1.78908685e-01 1.07342157e-06 7.66812500e-07]
[0.0310195  0.06870668 0.9002738 ],[6.35934274e-02 8.61743562e-07 2.48097894e-06],[1.79869375e-01 2.43737886e-06 7.01726814e-06]
[0.0076995  0.03204278 0.9602577 ],[6.35435183e-02 2.76805742e-07 2.30061753e-07],[1.79728211e-01 7.82924870e-07 6.50712904e-07]
[0.05823599 0.03347737 0.9082866 ],[6.68786290e-02 4.23274884e-06 1.56321353e-06],[1.89161328e-01 1.19720216e-05 4.42143556e-06]
[0.04323881 0.01713588 0.93962526],[6.25675364e-02 4.36551920e-07 2.75933456e-07],[1.76967717e-01 1.23475529e-06 7.80457672e-07]
[0.01893606 0.5249151  0.45614886],[0.00045081 0.00532827 0.04076816],[0.00127507 0.01507061 0.11530976]
[0.30908436 0.02429675 0.6666189 ],[0.00309006 0.08184866 0.00127913],[0.00874001 0.23150296 0.00361793]
[0.0882241  0.05264867 0.8591273 ],[7.57568768e-02 3.70864907e-06 6.02708867e-06],[2.14272805e-01 1.04896436e-05 1.70471811e-05]
[0.0085044  0.04035543 0.9511401 ],[6.27804238e-02 1.89670486e-07 2.18020406e-07],[1.77569854e-01 5.36469147e-07 6.16654829e-07]
[0.02336447 0.08068311 0.89595234],[5.54192979e-02 2.07211984e-06 1.70106279e-05],[1.56749445e-01 5.86083997e-06 4.81133213e-05]
[0.02430602 0.04082532 0.93486863],[6.89701943e-02 6.37163626e-07 7.98460537e-07],[1.95077168e-01 1.80217088e-06 2.25838744e-06]
[0.05312266 0.05251961 0.89435774],[6.93382871e-02 3.84476640e-06 1.76522968e-06],[1.96118292e-01 1.08746416e-05 4.99282352e-06]
[0.08631597 0.04971185 0.8639721 ],[8.39504663e-02 9.99101854e-06 1.20374755e-05],[2.37447776e-01 2.82588678e-05 3.40471222e-05]
[0.06152616 0.03639494 0.90207887],[6.72263829e-02 6.34053594e-06 2.11558566e-06],[1.90144925e-01 1.79337438e-05 5.98377987e-06]
[0.06528602 0.04770176 0.8870122 ],[6.88820025e-02 1.95102800e-05 5.67322345e-06],[1.94827724e-01 5.51834051e-05 1.60462991e-05]
[0.01168598 0.20683563 0.78147835],[6.65221206e-02 3.64856602e-04 7.45460219e-05],[0.18815297 0.00103197 0.00021085]
[0.0225548  0.02984412 0.9476011 ],[6.41569738e-02 8.65586683e-07 4.61038975e-07],[1.81463325e-01 2.44824885e-06 1.30401514e-06]
[0.02109913 0.03081616 0.9480847 ],[6.53591109e-02 3.71811934e-07 4.88396181e-07],[1.84863482e-01 1.05164296e-06 1.38139301e-06]
[0.02628447 0.04718877 0.9265267 ],[6.25120502e-02 9.06773221e-07 2.95194538e-06],[1.76810778e-01 2.56474197e-06 8.34936238e-06]
[0.02960562 0.13957053 0.8308239 ],[4.42351187e-02 1.33938325e-05 2.50365451e-04],[1.25115810e-01 3.78834790e-05 7.08140431e-04]
[0.00507263 0.0024462  0.9924811 ],[5.79421610e-02 7.32732410e-08 7.21872002e-08],[1.63885180e-01 2.07248022e-07 2.04176235e-07]
[0.01910983 0.01868889 0.96220136],[6.37216417e-02 2.11182487e-07 2.28395246e-07],[1.80232020e-01 5.97314274e-07 6.45999310e-07]
[0.06657245 0.11012791 0.8232997 ],[3.07015023e-02 5.69487995e-05 1.81660585e-03],[0.08683696 0.00016108 0.00513814]
[0.04758697 0.05984542 0.8925676 ],[6.26130758e-02 2.76251721e-07 4.33311559e-07],[1.77096522e-01 7.81357861e-07 1.22559017e-06]
[0.02746271 0.11986037 0.852677  ],[7.86097429e-02 4.55398966e-06 3.68211089e-06],[2.22341929e-01 1.28806279e-05 1.04145823e-05]
[0.01948869 0.01394863 0.9665628 ],[6.33194835e-02 1.99666696e-07 1.91029186e-07],[1.79094545e-01 5.64742698e-07 5.40312131e-07]
[0.00653865 0.06805447 0.9254069 ],[5.91003556e-02 1.62551083e-07 2.81829357e-07],[1.67161049e-01 4.59763892e-07 7.97133797e-07]
[0.00601458 0.6108406  0.3831448 ],[0.0002208  0.00819408 0.02129192],[0.00062451 0.02317637 0.06022264]
[0.02717453 0.02936536 0.94346017],[6.34978621e-02 7.02237318e-07 3.84381910e-07],[1.79599075e-01 1.98622708e-06 1.08719622e-06]
[0.07562449 0.01315388 0.9112216 ],[6.34934248e-02 1.12192681e-06 5.22848577e-07],[1.79586525e-01 3.17328823e-06 1.47883910e-06]
[0.05929539 0.1012067  0.8394979 ],[8.78915457e-02 4.89839859e-05 3.60579537e-05],[2.48594832e-01 1.38547634e-04 1.01987294e-04]
[0.01535955 0.01185969 0.9727808 ],[6.31040493e-02 2.91901961e-07 4.41566350e-07],[1.78485205e-01 8.25623424e-07 1.24893824e-06]
[0.00768605 0.0061256  0.98618835],[5.81217788e-02 9.02945367e-08 8.23015592e-08],[1.64393216e-01 2.55391517e-07 2.32783962e-07]
[0.04328007 0.01610851 0.9406114 ],[5.94826432e-02 8.80251152e-07 3.24620160e-07],[1.68242321e-01 2.48972624e-06 9.18164465e-07]
[0.01143973 0.8648538  0.12370647],[8.17602201e-06 3.80631907e-02 2.39680842e-04],[2.31252824e-05 1.07658961e-01 6.77919794e-04]
[0.13673545 0.12494444 0.73832005],[0.0194311  0.00045013 0.01422887],[0.05495944 0.00127317 0.04024531]
[0.05848284 0.04563048 0.89588666],[6.66458349e-02 1.69113170e-06 4.89635541e-06],[1.88502887e-01 4.78324277e-06 1.38489845e-05]
[0.04910639 0.02572897 0.9251647 ],[6.95021237e-02 4.01385414e-06 1.84608988e-06],[1.96581692e-01 1.13528939e-05 5.22153068e-06]
[0.02591106 0.02032147 0.9537675 ],[7.28069020e-02 1.52250608e-06 2.08630821e-06],[2.05929016e-01 4.30629751e-06 5.90097074e-06]
[0.9073958  0.0121407  0.08046357],[7.61595569e-07 3.27757098e-06 5.95480716e-02],[2.15411756e-06 9.27037067e-06 1.68427381e-01]
[0.46118358 0.00898661 0.5298298 ],[0.00367913 0.08589748 0.00178733],[0.01040616 0.24295476 0.00505533]
