[0.11976594 0.16781613 0.7124179 ],[0.04925735 0.00233998 0.00025277],[0.13932083 0.00661847 0.00071493]
[0.00640681 0.00774416 0.985849  ],[5.94743185e-02 1.25993734e-07 1.68599742e-07],[1.68218776e-01 3.56364094e-07 4.76872084e-07]
[0.04346152 0.02619102 0.93034744],[6.46952854e-02 5.50242823e-07 1.06534904e-06],[1.82985900e-01 1.55632173e-06 3.01326212e-06]
[0.00465691 0.00258926 0.9927538 ],[5.93951523e-02 1.08168303e-07 1.01319334e-07],[1.67994860e-01 3.05946162e-07 2.86574353e-07]
[0.00396724 0.01725662 0.97877616],[6.01129257e-02 2.33940880e-07 1.57324374e-07],[1.70025030e-01 6.61684730e-07 4.44980526e-07]
[0.04278435 0.06239963 0.89481604],[7.37646028e-02 1.45945619e-06 1.30676048e-06],[2.08637803e-01 4.12796547e-06 3.69607678e-06]
[0.05524098 0.03217118 0.9125879 ],[7.30143418e-02 1.39858071e-06 1.74618672e-06],[2.06515745e-01 3.95578363e-06 4.93896187e-06]
[0.03266549 0.04745917 0.9198753 ],[6.74104251e-02 2.08418686e-06 1.00498794e-06],[1.90665475e-01 5.89497064e-06 2.84253515e-06]
[0.08608241 0.0161196  0.897798  ],[6.41752828e-02 1.69343120e-06 6.95865734e-07],[1.81515111e-01 4.78974673e-06 1.96820552e-06]
[0.02019061 0.03113    0.9486793 ],[7.17698068e-02 1.56541753e-06 1.18474735e-06],[2.02995668e-01 4.42766941e-06 3.35097153e-06]
[0.04306911 0.08636453 0.8705663 ],[7.92425433e-02 4.92290940e-06 4.07859309e-06],[2.24131759e-01 1.39240905e-05 1.15360033e-05]
[0.03274338 0.00457128 0.96268535],[6.07576851e-02 2.60025777e-07 1.75576064e-07],[1.71848685e-01 7.35463962e-07 4.96604103e-07]
[0.01455766 0.0255116  0.9599307 ],[6.96689809e-02 1.28933844e-06 2.37895026e-06],[1.97053635e-01 3.64679981e-06 6.72868746e-06]
[0.02578487 0.3724412  0.6017739 ],[0.0208154  0.00011434 0.00536222],[0.05887484 0.0003234  0.01516665]
[0.02551359 0.74373156 0.2307548 ],[0.0002226  0.01011397 0.01798069],[0.00062961 0.02860663 0.05085708]
[0.019201   0.01584463 0.9649544 ],[6.09521520e-02 1.87392424e-07 2.83570012e-07],[1.72398720e-01 5.30025816e-07 8.02057113e-07]
[0.01973851 0.02792178 0.9523397 ],[6.43878404e-02 3.30481506e-07 4.52028255e-07],[1.82116314e-01 9.34742856e-07 1.27852898e-06]
[0.42208087 0.03486747 0.54305166],[0.00536975 0.06864646 0.00152333],[0.01518795 0.1941615  0.00430863]
[0.00927846 0.3701813  0.62054026],[6.46237548e-02 8.18356325e-06 4.07887017e-05],[1.82783581e-01 2.31466123e-05 1.15367870e-04]
[0.03858297 0.05424699 0.90717006],[6.71799640e-02 4.95621984e-07 6.49838929e-07],[1.90013633e-01 1.40183066e-06 1.83802205e-06]
[0.24136135 0.03525869 0.72337997],[0.00608289 0.03616694 0.00041335],[0.01720502 0.10229555 0.00116913]
[0.03494338 0.08405083 0.88100576],[5.10627890e-02 7.55014054e-06 9.31149684e-05],[1.44427377e-01 2.13550223e-05 2.63368902e-04]
[0.3069595  0.04980953 0.643231  ],[0.04298092 0.00304054 0.00024275],[0.1215684  0.00859996 0.0006866 ]
[0.01651674 0.02335044 0.9601329 ],[6.19933857e-02 6.78548687e-06 1.58114822e-06],[1.75343774e-01 1.91922551e-05 4.47216251e-06]
[0.00963047 0.03260947 0.9577601 ],[6.01469114e-02 2.16479171e-07 1.51191301e-07],[1.70121156e-01 6.12295560e-07 4.27633576e-07]
[0.03936996 0.02901836 0.93161166],[6.88351636e-02 6.37578008e-07 5.60875042e-07],[1.94695244e-01 1.80334293e-06 1.58639418e-06]
[0.04705141 0.5575754  0.39537317],[0.00069837 0.01029534 0.03217161],[0.00197528 0.02911961 0.09099504]
[0.41711435 0.01977998 0.56310564],[0.01358118 0.01035945 0.00014097],[0.03841338 0.02930095 0.00039871]
[0.01131793 0.01894986 0.96973217],[6.15268726e-02 1.94885006e-07 1.60128325e-07],[1.74024275e-01 5.51218038e-07 4.52911298e-07]
[0.01939524 0.03697403 0.9436307 ],[6.77373803e-02 5.95057642e-07 4.97221136e-07],[1.91590244e-01 1.68307718e-06 1.40635375e-06]
[0.5818404  0.00803928 0.41012028],[5.99520612e-05 4.07732949e-03 1.87772169e-02],[0.00016957 0.01153243 0.05310999]
[0.01458029 0.01466225 0.9707574 ],[6.16318221e-02 1.54039156e-07 1.75699658e-07],[1.74321117e-01 4.35688528e-07 4.96953679e-07]
[0.46294966 0.01981507 0.5172352 ],[0.00151331 0.10013922 0.00205976],[0.00428028 0.28323649 0.00582588]
[0.4476816  0.05543178 0.49688664],[0.00809505 0.03690788 0.00064653],[0.02289625 0.10439125 0.00182867]
[0.05812385 0.6627702  0.2791059 ],[0.00645718 0.01304339 0.08136801],[0.01826365 0.03689229 0.23014348]
[0.00529421 0.9777092  0.01699656],[1.08982155e-07 5.88542307e-02 1.37976257e-07],[3.08248082e-07 1.66464902e-01 3.90255787e-07]
[0.02262354 0.02735263 0.95002383],[6.37287837e-02 2.33690424e-07 2.76945793e-07],[1.80252220e-01 6.60976335e-07 7.83320993e-07]
[0.03515758 0.05225834 0.91258407],[6.41825449e-02 1.20787525e-06 5.75396037e-07],[1.81535651e-01 3.41638712e-06 1.62746576e-06]
[0.09528251 0.1167828  0.7879346 ],[0.10047635 0.00079978 0.00092838],[0.28419002 0.00226212 0.00262585]
[0.02861493 0.0180569  0.95332813],[6.49321102e-02 3.64916579e-07 3.02890590e-07],[1.83655742e-01 1.03213995e-06 8.56703961e-07]
[0.0089488  0.00764218 0.98340905],[5.98720511e-02 1.37569316e-07 1.19083294e-07],[1.69343733e-01 3.89104786e-07 3.36818420e-07]
[0.06431824 0.08719531 0.8484865 ],[9.00982338e-02 3.52318295e-05 4.16429162e-05],[2.54836288e-01 9.96506621e-05 1.17783954e-04]
[0.02137645 0.02109076 0.9575327 ],[7.46474688e-02 1.54536608e-06 1.44803437e-06],[2.11134925e-01 4.37095533e-06 4.09565969e-06]
[0.00856046 0.01204845 0.9793912 ],[6.21120600e-02 1.87943751e-07 2.40757392e-07],[1.75679435e-01 5.31585204e-07 6.80964738e-07]
[0.02271804 0.00642455 0.9708574 ],[5.87201417e-02 1.25842632e-07 1.03567015e-07],[1.66085642e-01 3.55936713e-07 2.92931754e-07]
[0.01455432 0.01203119 0.97341454],[5.82585992e-02 3.40441575e-07 1.69224070e-07],[1.64780202e-01 9.62914185e-07 4.78637950e-07]
[0.01165964 0.01172259 0.9766177 ],[6.21831436e-02 2.81734702e-07 2.06411966e-07],[1.75880490e-01 7.96866074e-07 5.83821203e-07]
[0.02031069 0.00808087 0.97160846],[6.26414229e-02 2.26399334e-07 1.91068413e-07],[1.77176700e-01 6.40354019e-07 5.40423081e-07]
[0.06383251 0.08195862 0.8542089 ],[7.31633221e-02 4.18019836e-06 9.23010756e-06],[2.06937125e-01 1.18233864e-05 2.61066866e-05]
[0.00155091 0.00697822 0.9914709 ],[5.80353758e-02 7.54046315e-08 7.83042031e-08],[1.64148831e-01 2.13276505e-07 2.21477732e-07]
[0.01342286 0.28873923 0.69783795],[2.90622380e-02 5.87086841e-05 2.02936046e-03],[0.08220042 0.00016605 0.0057399 ]
[0.02058368 0.1163018  0.8631145 ],[6.61232513e-02 1.75126249e-06 5.43980457e-06],[1.87024798e-01 4.95331834e-06 1.53860908e-05]
[0.16120346 0.02209025 0.81670624],[4.52031000e-02 2.23532560e-04 1.27943414e-05],[1.27853674e-01 6.32245556e-04 3.61878621e-05]
[0.7663093  0.01437277 0.2193179 ],[2.40879877e-06 2.79049248e-05 5.15062836e-02],[6.81311178e-06 7.89270462e-05 1.45681770e-01]
[0.09456379 0.17225555 0.7331807 ],[0.0523228  0.00123848 0.00013896],[0.14799123 0.00350295 0.00039303]
[0.06400458 0.05704472 0.8789508 ],[7.64714507e-02 1.81030434e-05 8.64512059e-06],[2.16293925e-01 5.12031389e-05 2.44520936e-05]
[0.11435263 0.02084772 0.8647997 ],[6.91890663e-02 4.51607483e-06 1.94395728e-06],[1.95696232e-01 1.27733886e-05 5.49834150e-06]
[0.18305813 0.04057534 0.7763665 ],[6.58846356e-02 2.28532932e-04 4.48808075e-05],[1.86349890e-01 6.46388743e-04 1.26942093e-04]
[0.50523955 0.00517122 0.48958924],[0.0218991  0.0109984  0.00037265],[0.06194002 0.03110818 0.001054  ]
[0.07750462 0.038452   0.8840434 ],[7.63862019e-02 4.33327454e-06 3.06699423e-06],[2.16052806e-01 1.22563512e-05 8.67476966e-06]
[0.01600321 0.00723194 0.97676486],[6.23058755e-02 1.70946241e-07 1.62168962e-07],[1.76227628e-01 4.83508985e-07 4.58683090e-07]
[0.10270816 0.00218855 0.8951034 ],[4.10055630e-02 9.32190999e-05 3.65824532e-06],[1.15981247e-01 2.63663431e-04 1.03470803e-05]
[0.3034309  0.06272934 0.6338397 ],[0.06026525 0.00072066 0.00363638],[0.17045587 0.00203835 0.01028523]
[0.01946018 0.06222314 0.91831666],[6.74886908e-02 1.06089852e-06 2.25503067e-06],[1.90886844e-01 3.00067414e-06 6.37818992e-06]
[0.18214282 0.09837031 0.7194868 ],[4.01442810e-02 1.41143936e-03 7.98780008e-05],[0.11354517 0.00399215 0.00022593]
[0.01984931 0.0293089  0.95084184],[7.02719537e-02 8.91197639e-07 7.45344477e-07],[1.98759100e-01 2.52068757e-06 2.10815254e-06]
[0.01000837 0.05481822 0.9351734 ],[6.12767555e-02 4.12771232e-07 2.38579813e-07],[1.73316837e-01 1.16749335e-06 6.74805614e-07]
[0.02516716 0.01279781 0.96203506],[6.24584954e-02 1.37728258e-06 5.36154955e-07],[1.76659303e-01 3.89554340e-06 1.51647522e-06]
[0.0209552  0.01129177 0.967753  ],[5.98236661e-02 1.21551215e-07 1.45819431e-07],[1.69206880e-01 3.43798753e-07 4.12439633e-07]
[0.01973579 0.18863061 0.7916336 ],[3.94400758e-02 1.10562282e-05 2.78375925e-04],[1.11553380e-01 3.12717358e-05 7.87366018e-04]
[0.01351412 0.01815817 0.96832764],[6.34577108e-02 1.92311967e-07 1.90152970e-07],[1.79485511e-01 5.43940383e-07 5.37833818e-07]
[0.05008426 0.04867934 0.90123636],[7.54099426e-02 3.87021212e-06 6.68190877e-06],[2.13291527e-01 1.09466129e-05 1.88992920e-05]
[0.12231743 0.13866027 0.7390224 ],[0.09005222 0.00016837 0.00026938],[0.25470615 0.00047622 0.00076192]
[0.0113679  0.02465951 0.96397257],[6.27220864e-02 1.95771111e-07 2.34381032e-07],[1.77404851e-01 5.53724321e-07 6.62929668e-07]
[0.06012091 0.00930209 0.930577  ],[6.01777132e-02 8.19087750e-07 3.23881688e-07],[1.70208276e-01 2.31673001e-06 9.16075751e-07]
[0.00848818 0.02055778 0.97095406],[5.98222508e-02 1.42624591e-07 2.03653359e-07],[1.69202877e-01 4.03403262e-07 5.76018684e-07]
[0.99435115 0.00271797 0.00293086],[8.38204542e-08 7.91176399e-08 5.81596436e-02],[2.37080046e-07 2.23778479e-07 1.64500314e-01]
[0.3031133  0.03628783 0.6605988 ],[5.11916742e-02 2.28740366e-04 1.97578162e-05],[1.44791920e-01 6.46975456e-04 5.58835432e-05]
[0.03899067 0.06915264 0.8918566 ],[7.95827907e-02 4.31332284e-06 3.80701648e-06],[2.25094124e-01 1.21999193e-05 1.07678687e-05]
[0.04191634 0.01156341 0.9465202 ],[6.56541172e-02 2.17357045e-06 7.58324976e-06],[1.85697886e-01 6.14778561e-06 2.14486693e-05]
[0.08005381 0.01442876 0.90551746],[6.11585173e-02 2.40390709e-06 7.02096181e-07],[1.72982409e-01 6.79927601e-06 1.98582788e-06]
[0.11347103 0.03510939 0.85141957],[8.71966871e-02 2.06386406e-05 1.80392958e-05],[2.46629475e-01 5.83748909e-05 5.10228335e-05]
[0.08999749 0.04847454 0.8615279 ],[7.66463967e-02 5.29161402e-06 3.56887547e-06],[2.16788747e-01 1.49669446e-05 1.00943042e-05]
[0.09427652 0.02659564 0.87912786],[7.94635769e-02 5.53686305e-06 4.47089184e-06],[2.24756936e-01 1.56606136e-05 1.26455918e-05]
[0.02325492 0.01724537 0.95949966],[7.31206457e-02 1.09435263e-06 1.17350270e-06],[2.06816418e-01 3.09529667e-06 3.31916687e-06]
[0.08087763 0.02874471 0.8903776 ],[6.13578184e-02 4.50075668e-06 1.09527144e-06],[1.73546118e-01 1.27300623e-05 3.09789546e-06]
[0.03976115 0.05472328 0.9055156 ],[7.05390417e-02 8.01741748e-07 9.76420546e-07],[1.99514539e-01 2.26766811e-06 2.76173436e-06]
[0.00238363 0.00279278 0.9948237 ],[5.80532709e-02 7.65980480e-08 7.46215545e-08],[1.64199446e-01 2.16651997e-07 2.11061629e-07]
[0.01933658 0.00525475 0.97540873],[6.08218359e-02 3.49629605e-07 2.11402755e-07],[1.72030130e-01 9.88901859e-07 5.97937285e-07]
[0.00388805 0.48600918 0.51010275],[0.00969209 0.00030376 0.02206356],[0.02741337 0.00085916 0.06240516]
[0.04544733 0.01688281 0.93766993],[6.51594464e-02 1.22131224e-06 6.27547535e-07],[1.84298746e-01 3.45439267e-06 1.77497247e-06]
[0.01326286 0.14683723 0.83989984],[5.93474592e-02 5.36912352e-07 2.03327468e-06],[1.67859963e-01 1.51861746e-06 5.75096925e-06]
[0.08769516 0.06896278 0.84334207],[0.01512045 0.01286146 0.00024315],[0.0427671  0.03637771 0.00068773]
[0.02671378 0.66793793 0.30534825],[2.22609709e-05 3.48405601e-02 6.71926908e-04],[6.29635339e-05 9.85439852e-02 1.90049629e-03]
[0.04209347 0.06460544 0.89330107],[8.08236649e-02 9.13978268e-06 6.88043202e-06],[2.28603846e-01 2.58512092e-05 1.94608006e-05]
[0.00158335 0.00184503 0.99657154],[5.77347162e-02 7.22954635e-08 7.04148267e-08],[1.63298437e-01 2.04482450e-07 1.99163206e-07]
[0.02730028 0.01253885 0.9601609 ],[6.28052665e-02 1.96165733e-07 1.80890873e-07],[1.77640119e-01 5.54840479e-07 5.11636653e-07]
[0.31724006 0.03800737 0.6447526 ],[0.10007605 0.00031599 0.00033238],[0.28305783 0.00089375 0.00094011]
[0.0333571  0.10721371 0.8594292 ],[8.20315638e-02 2.82655806e-05 1.67541775e-05],[2.3202030e-01 7.9947135e-05 4.7387970e-05]
[0.01591149 0.22538497 0.7587036 ],[0.01383023 0.00010867 0.00864879],[0.0391178  0.00030736 0.02446246]
[0.03779475 0.15846504 0.80374014],[4.35678183e-02 3.61926738e-05 6.08554176e-04],[1.23228399e-01 1.02368340e-04 1.72125114e-03]
[0.2118878  0.08543895 0.7026732 ],[0.09481303 0.00117839 0.00172924],[0.26817175 0.00333298 0.00489102]
[0.04688764 0.09767323 0.8554391 ],[5.16812986e-02 1.81615020e-06 2.05161495e-05],[1.46176787e-01 5.13684850e-06 5.80284338e-05]
[0.02092035 0.01667398 0.9624057 ],[6.60657356e-02 5.99190448e-07 4.35824315e-07],[1.86862119e-01 1.69476651e-06 1.23269731e-06]
[0.01035835 0.02318079 0.96646076],[6.33754364e-02 2.80670425e-07 3.93806048e-07],[1.79252803e-01 7.93855844e-07 1.11385171e-06]
[0.01708863 0.60334665 0.37956473],[0.00017967 0.00956161 0.01655987],[0.00050819 0.02704432 0.04683837]
[0.02467522 0.02706862 0.9482561 ],[5.58796345e-02 3.59253459e-06 3.08188327e-05],[1.58051474e-01 1.01612223e-05 8.71688224e-05]
[0.01290789 0.01565916 0.97143304],[6.59311872e-02 4.80032398e-07 3.88147302e-07],[1.86481558e-01 1.35773665e-06 1.09784636e-06]
[0.01477208 0.01506597 0.9701619 ],[6.27731349e-02 1.85808613e-07 2.08929846e-07],[1.77549237e-01 5.25546121e-07 5.90942842e-07]
[0.3227435  0.01732264 0.6599338 ],[0.01167439 0.02078854 0.00036423],[0.03302015 0.05879886 0.00103021]
[0.13768138 0.07653514 0.7857834 ],[0.09705376 0.00020725 0.00023272],[0.27450949 0.0005862  0.00065822]
[0.01299026 0.16856979 0.8184399 ],[3.15749160e-02 1.86965295e-05 7.28983628e-04],[8.93073489e-02 5.28817712e-05 2.06187707e-03]
[0.01428143 0.27194232 0.71377635],[5.75054233e-02 6.44260996e-06 5.20816698e-05],[1.62649899e-01 1.82224528e-05 1.47309207e-04]
[0.0047239  0.01832864 0.9769474 ],[5.89796101e-02 2.10426317e-07 4.67139719e-07],[1.66819529e-01 5.95175501e-07 1.32127065e-06]
[0.02588406 0.04290308 0.9312129 ],[7.02714622e-02 6.17353396e-06 2.59362910e-06],[1.98757710e-01 1.74613909e-05 7.33589090e-06]
[0.02843362 0.2634685  0.70809793],[0.01006858 0.00037024 0.02361482],[0.02847824 0.00104719 0.06679281]
[0.0166699  0.02609017 0.95723987],[6.39997022e-02 4.45006325e-07 8.36375577e-07],[1.81018494e-01 1.25866796e-06 2.36562737e-06]
[0.13736576 0.08148706 0.7811471 ],[0.01096291 0.01580964 0.00020541],[0.0310078  0.0447164  0.00058099]
[0.02339493 0.37301832 0.6035868 ],[0.00427774 0.0007528  0.05773483],[0.01209928 0.00212925 0.16329877]
[0.05649972 0.03727563 0.90622467],[7.14364925e-02 8.95017626e-07 1.03952675e-06],[2.02052913e-01 2.53149213e-06 2.94022565e-06]
[0.03301996 0.07588832 0.8910917 ],[7.97898400e-02 6.16375561e-06 4.95648064e-06],[2.25679748e-01 1.74337336e-05 1.40190443e-05]
[0.06529504 0.14112134 0.79358363],[6.94767095e-02 1.84147549e-05 7.26617904e-05],[1.96509810e-01 5.20847922e-05 2.05518579e-04]
[0.01451493 0.0387775  0.94670755],[6.02006937e-02 2.16334890e-07 4.04957477e-07],[1.70273275e-01 6.11887472e-07 1.14539271e-06]
[0.13839473 0.04435027 0.81725496],[6.48686472e-02 1.08742096e-04 2.04608115e-05],[1.83476241e-01 3.07569093e-04 5.78719142e-05]
[0.02148075 0.04459185 0.9339274 ],[6.26092891e-02 3.62649356e-07 7.21172040e-07],[1.77085812e-01 1.02572728e-06 2.03978256e-06]
[0.08317322 0.0917157  0.82511115],[8.85888608e-02 2.20940583e-05 2.40258188e-05],[2.50567137e-01 6.24914338e-05 6.79552774e-05]
[0.04999931 0.0775565  0.87244415],[7.58676867e-02 2.36846913e-06 3.06182143e-06],[2.14586223e-01 6.69904234e-06 8.66013878e-06]
[0.252662   0.02005148 0.72728646],[6.87159195e-02 8.97213314e-05 2.13910024e-05],[1.94357971e-01 2.53770248e-04 6.05028915e-05]
[0.19014479 0.03339093 0.7764643 ],[0.06614745 0.00083324 0.00017436],[0.18709324 0.00235677 0.00049315]
[0.01392666 0.02020828 0.96586514],[6.30087845e-02 1.81438689e-07 1.77768619e-07],[1.78215755e-01 5.13186109e-07 5.02805583e-07]
[0.01744716 0.01059859 0.9719543 ],[6.04445177e-02 1.35055233e-07 1.24320610e-07],[1.70962913e-01 3.81993885e-07 3.51631787e-07]
[0.00192024 0.00671694 0.99136275],[5.86565548e-02 9.44020403e-08 1.05786953e-07],[1.65905791e-01 2.67009292e-07 2.99210687e-07]
[0.07136577 0.08185354 0.84678066],[9.20072557e-02 8.68762432e-05 7.15889929e-05],[2.60235818e-01 2.45723123e-04 2.02484249e-04]
[0.01580402 0.01819325 0.9660028 ],[6.02237107e-02 2.17867686e-07 4.09236038e-07],[1.70338377e-01 6.16222873e-07 1.15749431e-06]
[0.01848732 0.02035897 0.9611537 ],[6.63013700e-02 3.17893567e-07 3.11961351e-07],[1.87528593e-01 8.99138788e-07 8.82359948e-07]
[0.05184157 0.05343429 0.89472413],[6.99559861e-02 7.69812374e-07 6.71082045e-07],[1.97865409e-01 2.17735820e-06 1.89810666e-06]
[0.05875105 0.01687148 0.92437756],[6.57838508e-02 1.09584885e-06 6.07411011e-07],[1.86064828e-01 3.09952861e-06 1.71801778e-06]
[0.02026641 0.6971758  0.2825578 ],[0.00400856 0.00194336 0.08583404],[0.01133791 0.00549666 0.24277532]
[0.04347452 0.11607826 0.8404471 ],[7.50157278e-02 4.46576169e-06 8.64756877e-06],[2.12176519e-01 1.26310815e-05 2.44590181e-05]
[0.02361092 0.29573816 0.6806509 ],[0.014184   0.00013048 0.00932956],[0.04011842 0.00036905 0.02638798]
[0.18180841 0.08412227 0.7340692 ],[8.72303983e-02 1.54166295e-04 9.11058836e-05],[0.24672482 0.00043605 0.00025769]
[0.15469249 0.04653001 0.7987775 ],[6.27474096e-02 1.79833688e-05 3.54139200e-06],[1.77476475e-01 5.08646481e-05 1.00165692e-05]
[0.11762419 0.03887436 0.8435015 ],[7.19364294e-02 6.32830804e-06 2.95164163e-06],[2.03466948e-01 1.78991581e-05 8.34850325e-06]
[0.5630422  0.01881508 0.41814262],[0.00104661 0.0799818  0.00276286],[0.00296026 0.2262227  0.00781455]
[0.03741182 0.06143128 0.9011569 ],[4.63763010e-02 1.42232607e-04 8.60353665e-06],[1.31171988e-01 4.02294564e-04 2.43344764e-05]
[0.0062888  0.01596562 0.97774553],[5.90404586e-02 1.41128333e-07 1.11862139e-07],[1.66991634e-01 3.99171205e-07 3.16393907e-07]
[0.00813806 0.01319657 0.9786654 ],[6.06359118e-02 1.23415322e-07 1.20501489e-07],[1.71504258e-01 3.49071245e-07 3.40829681e-07]
[0.17767936 0.02269695 0.79962367],[1.94450248e-02 4.77795492e-03 8.28171015e-05],[0.05499884 0.0135141  0.00023424]
[0.03144807 0.03070937 0.9378426 ],[6.69444160e-02 3.72007757e-07 3.95721303e-07],[1.89347402e-01 1.05219683e-06 1.11926887e-06]
[0.01034149 0.00870213 0.9809564 ],[6.23661311e-02 2.31202853e-07 1.88329569e-07],[1.76398057e-01 6.53940422e-07 5.32676461e-07]
[0.00641777 0.92727673 0.06630548],[4.15287193e-07 5.87383799e-02 1.48427722e-06],[1.17460956e-06 1.66137227e-01 4.19816995e-06]
[0.39249098 0.01253202 0.59497696],[3.55238543e-02 2.05026403e-03 9.52915356e-05],[0.10047663 0.00579902 0.00026953]
[0.2788944  0.07357552 0.64753   ],[0.05337802 0.00478754 0.00073948],[0.15097583 0.01354122 0.00209156]
[0.04554869 0.03250241 0.92194897],[7.18678284e-02 1.13099097e-06 9.67186496e-07],[2.03272915e-01 3.19892554e-06 2.73561652e-06]
[0.08827735 0.03548227 0.87624043],[3.36543702e-02 4.97881487e-04 1.37250726e-05],[9.51889336e-02 1.40822150e-03 3.88203677e-05]
[0.00909796 0.60232574 0.3885763 ],[8.92978574e-05 1.40417187e-02 7.48139447e-03],[0.00025257 0.03971598 0.02116058]
[0.04720241 0.05469669 0.89810085],[7.31807297e-02 2.57694149e-06 1.76883838e-06],[2.06986361e-01 7.28869121e-06 5.00303045e-06]
[0.00800347 0.00567311 0.9863235 ],[6.15021988e-02 2.11376255e-07 1.66343917e-07],[1.73954487e-01 5.97862333e-07 4.70491648e-07]
[0.02268454 0.06097354 0.9163419 ],[6.54755542e-02 6.02703383e-07 4.15864781e-07],[1.85192833e-01 1.70470260e-06 1.17624323e-06]
[0.02758103 0.0364487  0.93597037],[6.48812439e-02 3.15509601e-07 3.92677134e-07],[1.83511870e-01 8.92395912e-07 1.11065866e-06]
[0.01970458 0.02028214 0.9600132 ],[6.40097821e-02 3.14215067e-07 4.36668697e-07],[1.81047004e-01 8.88734419e-07 1.23508559e-06]
[0.04862045 0.07910448 0.8722751 ],[1.83388621e-02 5.58711177e-05 3.99458961e-03],[0.05187013 0.00015803 0.01129841]
[0.01465711 0.6264324  0.35891047],[0.0084673  0.00038312 0.02749096],[0.02394913 0.00108362 0.07775619]
[0.03852829 0.37676796 0.58470374],[0.00742075 0.00138127 0.05550815],[0.02098906 0.00390681 0.15700076]
[0.00227974 0.00129805 0.9964222 ],[5.80418409e-02 7.63805951e-08 8.00825159e-08],[1.64167117e-01 2.16036947e-07 2.26507560e-07]
[0.02008208 0.02784803 0.9520698 ],[6.44376342e-02 3.41164341e-07 4.80577880e-07],[1.82257152e-01 9.64958475e-07 1.35927951e-06]
[0.00647642 0.01027849 0.98324513],[6.07421521e-02 1.48222944e-07 1.32630728e-07],[1.71804750e-01 4.19237795e-07 3.75136349e-07]
[0.01337581 0.01175801 0.9748663 ],[6.12455620e-02 4.17113155e-07 2.39192999e-07],[1.73228609e-01 1.17977416e-06 6.76539967e-07]
[0.00267323 0.00665673 0.99066997],[6.15991444e-02 1.50809670e-07 1.43721142e-07],[1.74228691e-01 4.26554161e-07 4.06504777e-07]
[0.05888629 0.04908403 0.8920297 ],[6.72927404e-02 8.05426750e-07 5.61352034e-07],[1.90332612e-01 2.27809087e-06 1.58774332e-06]
[0.02105412 0.11993915 0.85900676],[3.99117670e-02 8.05857921e-06 2.10371737e-04],[1.12887524e-01 2.27931040e-05 5.95021128e-04]
[0.02044229 0.02583021 0.95372754],[6.45695057e-02 2.94252542e-07 2.59765004e-07],[1.82630141e-01 8.32271871e-07 7.34726384e-07]
[0.03587845 0.01878926 0.9453322 ],[5.69315381e-02 1.66891322e-06 3.93954780e-07],[1.61026707e-01 4.72039941e-06 1.11427238e-06]
[0.01728363 0.04258034 0.940136  ],[6.15175809e-02 1.43483846e-07 1.52856363e-07],[1.73997995e-01 4.05833602e-07 4.32343084e-07]
[0.2522153  0.01981035 0.72797436],[4.16390773e-02 8.01359622e-04 4.46183734e-05],[0.1177731  0.00226659 0.0001262 ]
[0.8151641  0.01294627 0.17188968],[2.14411178e-06 2.20794491e-05 5.29546344e-02],[6.06446392e-06 6.24501128e-05 1.49778324e-01]
[0.06316277 0.00968304 0.92715424],[6.54971988e-02 1.64382934e-06 7.56633269e-07],[1.85254054e-01 4.64945150e-06 2.14008206e-06]
[0.06574947 0.01061055 0.9236401 ],[6.08142380e-02 1.45800031e-06 4.82672695e-07],[1.72008640e-01 4.12384764e-06 1.36520454e-06]
[0.15954286 0.02803898 0.81241816],[5.39631809e-02 3.51260624e-05 3.61661208e-06],[1.52630925e-01 9.93515075e-05 1.02293237e-05]
[0.03654936 0.03826376 0.9251868 ],[6.47413944e-02 4.98676942e-07 9.10693489e-07],[1.83116316e-01 1.41047139e-06 2.57583017e-06]
[0.02756639 0.0212601  0.95117354],[6.31401645e-02 2.41070500e-07 2.06260738e-07],[1.78587354e-01 6.81850342e-07 5.83393465e-07]
[0.0085434  0.06007607 0.9313806 ],[6.58581629e-02 2.89872623e-07 2.87222637e-07],[1.86275014e-01 8.19883590e-07 8.12388297e-07]
[0.04938269 0.08754598 0.8630713 ],[6.75282607e-02 1.78580592e-05 4.85157244e-06],[1.90998764e-01 5.05102192e-05 1.37223191e-05]
[0.02409992 0.5053924  0.47050768],[0.01369076 0.0009138  0.02983558],[0.03872331 0.00258463 0.08438776]
[0.01587153 0.08267032 0.90145814],[6.29909235e-02 2.17268180e-06 9.53381534e-06],[1.78165237e-01 6.14527214e-06 2.69657019e-05]
[0.00814718 0.00518352 0.9866693 ],[6.00015862e-02 1.56643621e-07 1.27367557e-07],[1.69710114e-01 4.43055068e-07 3.60249852e-07]
[0.00818656 0.02403127 0.96778214],[6.03573676e-02 1.60039635e-07 2.33047333e-07],[1.70716416e-01 4.52660445e-07 6.59157399e-07]
[0.01236433 0.19139856 0.7962371 ],[5.99017066e-02 2.45131221e-06 1.43113073e-05],[1.69427612e-01 6.93335796e-06 4.04784897e-05]
[0.03150355 0.112024   0.85647255],[6.66433896e-02 7.99629409e-07 1.54996357e-06],[1.88495971e-01 2.26169351e-06 4.38395900e-06]
[0.00358487 0.01147272 0.98494244],[6.01580059e-02 1.06354447e-07 1.06413382e-07],[1.70152536e-01 3.00815802e-07 3.00982495e-07]
[0.00833691 0.01725703 0.97440606],[6.18447494e-02 1.44953289e-07 1.45226047e-07],[1.74923367e-01 4.09989814e-07 4.10761291e-07]
