[0.23780301 0.06655245 0.69564456],[0.09314851 0.00019998 0.00015285],[0.26346378 0.00056563 0.00043232]
[0.0146164 0.0150301 0.9703535],[6.75134663e-02 4.01605822e-07 4.10758102e-07],[1.90956919e-01 1.13591280e-06 1.16179936e-06]
[0.0160965  0.02318858 0.9607149 ],[6.91242233e-02 1.04496002e-06 7.47052720e-07],[1.95512828e-01 2.95559326e-06 2.11298418e-06]
[0.03908139 0.03339979 0.9275189 ],[6.55675462e-02 4.03498655e-07 5.58451240e-07],[1.85453026e-01 1.14126654e-06 1.57953863e-06]
[0.02288488 0.01626546 0.9608497 ],[6.92689490e-02 5.97232190e-07 6.68019537e-07],[1.95922174e-01 1.68922773e-06 1.88944458e-06]
[0.15895894 0.14493681 0.69610417],[0.10102936 0.00121446 0.00107645],[0.28575419 0.00343502 0.00304466]
[0.2202499  0.137775   0.64197505],[0.05900825 0.00264972 0.00042011],[0.16690053 0.00749454 0.00118825]
[0.82979643 0.02794009 0.14226349],[0.0250951  0.03392703 0.08339955],[0.07097966 0.09596013 0.23588954]
[0.08595514 0.09807909 0.8159658 ],[7.65866840e-02 1.71013210e-05 4.23504431e-05],[2.16619855e-01 4.83698402e-05 1.19785142e-04]
[0.02090153 0.01526876 0.9638297 ],[6.29186140e-02 2.28142960e-07 1.96390248e-07],[1.77960715e-01 6.45285738e-07 5.55475505e-07]
[0.04708772 0.08889591 0.86401635],[7.19785520e-02 1.38886902e-06 1.93807295e-06],[2.03586089e-01 3.92831481e-06 5.48169809e-06]
[0.01992976 0.03792278 0.9421475 ],[6.3509001e-02 2.8113638e-07 2.3109912e-07],[1.79630581e-01 7.95173762e-07 6.53647019e-07]
[0.04713098 0.01409204 0.93877697],[6.27397318e-02 2.50476538e-07 2.02941893e-07],[1.77454759e-01 7.08454635e-07 5.74006354e-07]
[0.02811103 0.02045147 0.9514375 ],[6.27643649e-02 2.09487176e-07 2.64491326e-07],[1.77524432e-01 5.92519211e-07 7.48094441e-07]
[0.06015548 0.03237964 0.907465  ],[7.27990058e-02 1.13042044e-05 4.76900412e-06],[2.05906683e-01 3.19731182e-05 1.34887806e-05]
[0.01668567 0.01616796 0.9671464 ],[6.39399147e-02 2.19936723e-07 2.38147697e-07],[1.80849389e-01 6.22074992e-07 6.73583406e-07]
[0.01413213 0.01507486 0.9707929 ],[6.32354846e-02 1.88073027e-07 1.96628744e-07],[1.78856960e-01 5.31950850e-07 5.56150074e-07]
[0.01446801 0.01644956 0.9690824 ],[6.59682170e-02 6.31282095e-07 4.44497914e-07],[1.86586294e-01 1.78553540e-06 1.25722996e-06]
[0.06875803 0.07069146 0.8605505 ],[0.06373875 0.00023648 0.00124298],[0.18028041 0.00066887 0.00351568]
[0.01794827 0.02475411 0.9572977 ],[6.36402410e-02 2.60905305e-07 3.39804647e-07],[1.80001784e-01 7.37951641e-07 9.61112682e-07]
[0.0200673  0.04107459 0.9388582 ],[6.60818737e-02 3.30551290e-07 3.62501457e-07],[1.86907764e-01 9.34940234e-07 1.02530895e-06]
[0.04324335 0.0168295  0.9399271 ],[6.30044519e-02 9.31093351e-07 4.39847611e-07],[1.78203501e-01 2.63352969e-06 1.24407691e-06]
[0.26411787 0.09988075 0.63600135],[0.05836201 0.00416944 0.00071952],[0.1650727  0.01179297 0.00203512]
[0.01530808 0.0144803  0.9702116 ],[6.28133480e-02 1.92420095e-07 2.23254507e-07],[1.77662977e-01 5.44246216e-07 6.31459104e-07]
[0.05408764 0.02734218 0.9185701 ],[6.34174199e-02 5.03664734e-07 3.18958356e-07],[1.79371551e-01 1.42457900e-06 9.02150467e-07]
[0.0221856  0.01215989 0.96565443],[6.06393798e-02 8.43910081e-07 3.36979677e-06],[1.71514067e-01 2.38693816e-06 9.53122459e-06]
[0.01894553 0.01757009 0.9634843 ],[6.53651644e-02 2.91928356e-07 2.75907036e-07],[1.84880604e-01 8.25698080e-07 7.80382945e-07]
[0.19583821 0.06562281 0.7385389 ],[0.03309773 0.0077399  0.0004593 ],[0.09361451 0.02189173 0.0012991 ]
[0.09200853 0.16863294 0.73935854],[7.58593428e-02 9.84846832e-05 3.19721059e-04],[0.21456262 0.00027856 0.00090431]
[0.06739736 0.08279403 0.84980863],[8.37940614e-02 3.21538295e-05 2.12956036e-05],[2.37005396e-01 9.09447635e-05 6.02330629e-05]
[0.02303258 0.40841654 0.5685509 ],[4.97631754e-02 9.53094286e-05 1.02532694e-03],[0.14075152 0.00026958 0.00290006]
[0.01426184 0.02853929 0.9571988 ],[6.66741450e-02 4.07603575e-07 3.72884378e-07],[1.88582960e-01 1.15287701e-06 1.05467629e-06]
[0.03349759 0.039971   0.92653143],[6.65188911e-02 4.63660728e-07 3.98589136e-07],[1.88143836e-01 1.31143058e-06 1.12738032e-06]
[0.05122361 0.03687381 0.91190255],[6.54091389e-02 8.71922878e-07 2.09605699e-06],[1.85004983e-01 2.46617032e-06 5.92854446e-06]
[0.07456832 0.02984542 0.8955864 ],[6.37536123e-02 4.01891157e-07 2.92590674e-07],[1.80322446e-01 1.13671985e-06 8.27571398e-07]
[0.03157949 0.04031377 0.9281068 ],[6.56966738e-02 4.18804717e-07 5.88567755e-07],[1.85818254e-01 1.18455862e-06 1.66472100e-06]
[0.00949731 0.9382089  0.05229384],[5.71198473e-07 5.85419525e-02 2.37272766e-06],[1.61559326e-06 1.65581646e-01 6.71108729e-06]
[0.01942154 0.02301488 0.9575635 ],[6.97132684e-02 1.24224472e-06 2.24551574e-06],[1.97178899e-01 3.51359866e-06 6.35127763e-06]
[0.01911114 0.04569589 0.93519294],[6.39663049e-02 3.02135905e-07 4.10856073e-07],[1.80924032e-01 8.54569388e-07 1.16207646e-06]
[0.0164997  0.03761813 0.9458821 ],[6.92859753e-02 5.79821523e-07 6.32326492e-07],[1.95970332e-01 1.63998292e-06 1.78848940e-06]
[0.06874556 0.09282226 0.8384322 ],[0.09328121 0.00012345 0.000103  ],[0.26383911 0.00034916 0.00029133]
[0.04615893 0.03911817 0.91472286],[7.12165283e-02 1.11136846e-05 4.28974455e-06],[2.01430760e-01 3.14342470e-05 1.21332298e-05]
[0.01935091 0.05631602 0.92433304],[6.42986923e-02 2.46960636e-07 2.80674881e-07],[1.81864165e-01 6.98510161e-07 7.93868447e-07]
[0.01775333 0.01476869 0.967478  ],[6.30179521e-02 1.94131981e-07 2.19007809e-07],[1.78241685e-01 5.49088159e-07 6.19447628e-07]
[0.0168461  0.01516138 0.96799254],[6.46855240e-02 2.73120492e-07 2.51762486e-07],[1.82958291e-01 7.72501407e-07 7.12091843e-07]
[0.01557248 0.02414215 0.9602853 ],[6.68313874e-02 3.44717662e-07 3.52495302e-07],[1.89027709e-01 9.75008785e-07 9.97007274e-07]
[0.015022   0.7123223  0.27265573],[0.00017102 0.01324607 0.01197265],[0.00048371 0.03746555 0.03386378]
[0.32455766 0.06529029 0.61015207],[0.03662279 0.02193519 0.00255044],[0.1035849  0.0620421  0.00721372]
[0.17237927 0.06042786 0.76719284],[0.01998517 0.00760175 0.00016605],[0.0565266  0.02150098 0.00046965]
[0.09157383 0.10964084 0.7987853 ],[6.58564214e-02 9.21081489e-05 4.83361387e-04],[0.18627009 0.00026052 0.00136715]
[0.01900944 0.07264961 0.908341  ],[6.45460638e-02 4.71214409e-07 8.62286208e-07],[1.82563838e-01 1.33279562e-06 2.43891370e-06]
[0.01928493 0.34720865 0.6335065 ],[0.01343368 0.00019787 0.01278594],[0.03799618 0.00055965 0.03616409]
[0.02824947 0.04143972 0.93031085],[6.34469029e-02 4.65744234e-06 1.26018820e-06],[1.79454941e-01 1.31732362e-05 3.56435050e-06]
[0.00759523 0.11257804 0.87982666],[4.86098241e-02 2.78143209e-06 4.30288679e-05],[1.37489345e-01 7.86707798e-06 1.21704017e-04]
[0.24485865 0.10506434 0.650077  ],[0.09950068 0.00074748 0.00088609],[0.28143042 0.00211419 0.00250624]
[0.02102298 0.76845    0.21052694],[8.60775004e-07 5.63666782e-02 5.30854754e-06],[2.43463937e-06 1.59429042e-01 1.50148398e-05]
[0.04200066 0.01781563 0.94018364],[6.76858858e-02 3.95786936e-07 3.96366150e-07],[1.91444595e-01 1.11945451e-06 1.12109277e-06]
