[0.10477307 0.30977634 0.5854506 ],[0.00335172 0.00348181 0.10846925],[0.00948011 0.00984804 0.30679737]
[0.0062135  0.01039101 0.98339546],[5.92114168e-02 1.17100553e-07 1.51254109e-07],[1.67475177e-01 3.31210382e-07 4.27811226e-07]
[0.05954719 0.01674407 0.9237088 ],[6.76813166e-02 2.05512048e-06 1.01549382e-06],[1.91431672e-01 5.81275850e-06 2.87225027e-06]
[0.02822521 0.17172024 0.8000545 ],[6.98821468e-02 1.25181551e-05 4.65493454e-05],[1.97656560e-01 3.54066895e-05 1.31661431e-04]
[0.05117968 0.01922179 0.92959857],[6.94186503e-02 5.88945182e-07 6.41237925e-07],[1.96345593e-01 1.66578853e-06 1.81369474e-06]
[0.06645014 0.11617072 0.8173792 ],[5.66490086e-02 5.57924630e-06 4.70096955e-05],[1.60227592e-01 1.57804916e-05 1.32963498e-04]
[0.05724338 0.04468149 0.8980752 ],[6.22739116e-02 3.44157478e-06 1.79526601e-05],[1.76137221e-01 9.73424345e-06 5.07777908e-05]
[0.01914791 0.02109955 0.95975256],[6.52533658e-02 2.66133840e-07 2.60505239e-07],[1.84564390e-01 7.52740172e-07 7.36820083e-07]
[0.2333606  0.01841325 0.74822617],[3.51874552e-02 3.04802780e-04 8.57304901e-06],[9.95251526e-02 8.62112449e-04 2.42482444e-05]
[0.01398191 0.00355505 0.9824631 ],[6.15442922e-02 2.09826956e-07 1.66342743e-07],[1.74073545e-01 5.93480254e-07 4.70488325e-07]
[0.02152405 0.01767102 0.960805  ],[6.08077708e-02 2.05602696e-07 1.55188670e-07],[1.71990348e-01 5.81532242e-07 4.38939842e-07]
[0.00619836 0.01295431 0.9808473 ],[6.14287419e-02 1.53641123e-07 1.42758931e-07],[1.73746720e-01 4.34562719e-07 4.03783232e-07]
[0.02916401 0.18907492 0.7817611 ],[7.95333781e-02 3.20810603e-05 7.31894489e-05],[2.24954364e-01 9.07389410e-05 2.07011022e-04]
[0.04271462 0.01211034 0.94517505],[6.21586809e-02 3.20976256e-07 6.26028455e-07],[1.75811299e-01 9.07857950e-07 1.77067586e-06]
[0.08242828 0.04059891 0.8769728 ],[7.71128288e-02 2.07626746e-06 2.10181374e-06],[2.18108017e-01 5.87257119e-06 5.94482700e-06]
[0.02236291 0.03505897 0.94257814],[6.13805910e-02 2.18917967e-06 6.65123724e-07],[1.73610529e-01 6.19193516e-06 1.88125398e-06]
[0.01685815 0.25982636 0.72331554],[1.74202555e-02 5.26263091e-05 4.08801326e-03],[0.04927192 0.00014885 0.01156265]
[0.04502997 0.03867462 0.91629535],[6.90349182e-02 2.60988254e-06 1.30269037e-06],[1.95260235e-01 7.38186256e-06 3.68456478e-06]
[0.02211341 0.12381675 0.8540699 ],[7.93745163e-02 3.20029628e-06 3.14971399e-06],[2.24505035e-01 9.05180482e-06 8.90873649e-06]
[0.02775461 0.01633504 0.9559104 ],[6.45707267e-02 3.44072103e-07 4.76232499e-07],[1.82633595e-01 9.73182870e-07 1.34698892e-06]
[0.03168297 0.01676346 0.95155346],[6.22791061e-02 4.19165862e-07 2.63717647e-07],[1.76151913e-01 1.18558009e-06 7.45906147e-07]
[0.00209629 0.00913123 0.98877245],[5.81710586e-02 1.01682486e-07 8.86784602e-08],[1.64532600e-01 2.87601501e-07 2.50820562e-07]
[0.09311619 0.0186171  0.88826674],[6.18482370e-02 6.87693880e-06 1.58672614e-06],[1.74933231e-01 1.94509202e-05 4.48793925e-06]
[0.05033674 0.04717377 0.9024895 ],[7.36239065e-02 4.80108583e-06 2.77192043e-06],[2.08239854e-01 1.35795214e-05 7.84017493e-06]
[0.2842333  0.01890681 0.6968599 ],[0.00896873 0.02112685 0.00025136],[0.02536739 0.05975577 0.00071096]
[0.04834547 0.09622154 0.85543305],[6.93009354e-02 9.94679370e-05 2.42160163e-05],[1.96012646e-01 2.81337811e-04 6.84932375e-05]
[0.3495077  0.00553995 0.6449523 ],[0.00218497 0.09056624 0.00117644],[0.00618002 0.25616001 0.00332749]
[0.06668592 0.07770698 0.8556071 ],[7.85003625e-02 3.47848534e-05 1.61768924e-05],[2.22032555e-01 9.83864229e-05 4.57551613e-05]
[0.56962633 0.02505448 0.40531918],[0.00542893 0.06375555 0.00127118],[0.01535533 0.18032794 0.00359543]
[0.11622927 0.02669491 0.8570758 ],[5.89057367e-02 1.10607281e-05 1.83315999e-06],[1.66610583e-01 3.12844633e-05 5.18495944e-06]
[0.02210277 0.03910717 0.93879014],[6.68447267e-02 8.57280589e-07 5.63833281e-07],[1.89065438e-01 2.42475567e-06 1.59476135e-06]
[0.0259611  0.68342716 0.2906117 ],[0.00013301 0.01518292 0.00878458],[0.00037622 0.04294378 0.02484654]
[0.11820447 0.07795045 0.80384505],[8.47957408e-02 9.28115709e-06 9.83067867e-06],[2.39838573e-01 2.62510765e-05 2.78053582e-05]
[0.0346296  0.02608153 0.9392889 ],[6.81414005e-02 4.74025733e-07 5.08830710e-07],[1.92732986e-01 1.34074724e-06 1.43919058e-06]
[0.03747664 0.5855736  0.3769497 ],[0.00037424 0.01120934 0.02179874],[0.00105852 0.03170481 0.06165614]
[0.01459006 0.02288711 0.96252286],[5.86896740e-02 2.73177478e-07 7.43468383e-07],[1.65999466e-01 7.72662588e-07 2.10284614e-06]
[0.02382862 0.01002482 0.9661465 ],[6.92026100e-02 8.10174880e-07 6.51263368e-07],[1.95734539e-01 2.29152061e-06 1.84205097e-06]
[0.03613576 0.03972453 0.9241397 ],[7.29440313e-02 1.06497756e-06 1.01907924e-06],[2.06316877e-01 3.01221141e-06 2.88239135e-06]
[0.24104354 0.10360537 0.65535104],[0.01048039 0.05563081 0.00214331],[0.02964301 0.1573477  0.0060622 ]
[0.31460458 0.01552093 0.6698745 ],[0.00175078 0.102503   0.00138156],[0.00495196 0.28992226 0.00390765]
[0.00386477 0.00933425 0.9868009 ],[6.08960484e-02 1.68508936e-07 1.42021173e-07],[1.72240035e-01 4.76615247e-07 4.01696538e-07]
[0.01713243 0.01257132 0.97029626],[6.24222095e-02 2.34677345e-07 3.36946412e-07],[1.76556670e-01 6.63767769e-07 9.53028372e-07]
[0.01630682 0.0162851  0.96740806],[6.02192620e-02 1.39717183e-07 1.23589832e-07],[1.70325794e-01 3.95179871e-07 3.49564832e-07]
[0.08210953 0.04577252 0.872118  ],[7.00801098e-02 2.78390245e-05 8.25726998e-06],[1.98216484e-01 7.87406519e-05 2.33550864e-05]
[0.02751293 0.00582951 0.9666576 ],[6.56345756e-02 3.84991461e-07 3.30877436e-07],[1.85642614e-01 1.08892029e-06 9.35862716e-07]
[0.02125047 0.08878399 0.88996553],[6.70748115e-02 1.20061049e-05 5.35152063e-05],[1.89716216e-01 3.39583928e-05 1.51363861e-04]
[0.01442004 0.21536359 0.77021635],[6.80512342e-02 2.63553355e-06 7.80791529e-06],[1.92477957e-01 7.45441458e-06 2.20841194e-05]
[0.25986862 0.03521634 0.7049151 ],[3.97436870e-02 4.01697333e-04 1.71447731e-05],[1.12412122e-01 1.13617163e-03 4.84927413e-05]
[0.01315744 0.01366731 0.9731752 ],[5.94589693e-02 1.21786435e-07 1.09276123e-07],[1.68175362e-01 3.44464056e-07 3.09079550e-07]
[0.01020951 0.5805116  0.4092789 ],[0.00344959 0.00079081 0.06500222],[0.00975692 0.00223674 0.18385403]
[0.02435812 0.02982144 0.9458205 ],[6.87835559e-02 6.54729597e-07 8.67586880e-07],[1.94549275e-01 1.85185495e-06 2.45390626e-06]
[0.09145106 0.04295694 0.865592  ],[6.97508528e-02 4.66783012e-06 2.06965768e-06],[1.97285204e-01 1.32026173e-05 5.85387592e-06]
[0.3837024  0.03753123 0.57876635],[0.00091413 0.07340667 0.00298809],[0.00258556 0.20762543 0.00845159]
[0.06569914 0.03259731 0.9017036 ],[6.51446774e-02 5.12871354e-07 9.10703260e-07],[1.84256973e-01 1.45061925e-06 2.57585780e-06]
[0.17547259 0.01465239 0.8098751 ],[0.01100932 0.01650802 0.00022124],[0.03113907 0.04669173 0.00062577]
[0.02605885 0.04798519 0.92595595],[6.94996428e-02 5.82150092e-07 6.15023832e-07],[1.96574675e-01 1.64656911e-06 1.73955009e-06]
[0.06173857 0.03601938 0.90224206],[6.68939160e-02 6.65904023e-07 1.11574753e-06],[1.89204566e-01 1.88346100e-06 3.15581058e-06]
[0.13843541 0.03425323 0.8273114 ],[6.64675643e-02 1.69925069e-05 4.34374763e-06],[1.87998662e-01 4.80620674e-05 1.22859736e-05]
[0.00556057 0.63393056 0.3605088 ],[0.00022495 0.01134984 0.01613495],[0.00063626 0.03210221 0.04563653]
[0.05002449 0.03225629 0.9177191 ],[5.96774491e-02 1.22244698e-06 6.04195855e-06],[1.68793316e-01 3.45760219e-06 1.70892395e-05]
